variableMetadata	chromato	namecustom	mz	rt	isotopes	adduct	pcgroup	spi_formula	spi_monoisotopic	spi_name	spi_KEGGpathwaysfamily	spi_KEGGpathways	spi_subpathways	supp_spi_annot	inchi	inchikey	pubchem	chebi	hmdb	kegg	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	PCA_xload-p1_LAT	PCA_xload-p2_LAT	OPLSDA_xload-p1_LAT	OPLSDA_xload-o1_LAT	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-ortho_LAT	OPLSDA_coef_LAT	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	PCA_xload-p1_MX2	PCA_xload-p2_MX2	OPLSDA_xload-p1_MX2	OPLSDA_xload-o1_MX2	OPLSDA_VIP-pred_MX2	OPLSDA_VIP-ortho_MX2	OPLSDA_coef_MX2	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	supp_spi_annot.2	supp_mzmin	supp_mzmax	supp_rtmin	supp_rtmax	supp_npeaks	supp_QC	supp_Blanc	supp_Bio	supp_spi_annot.1	supp_blankMean_over_sampleMean	supp_pool_CV	supp_poolCV_over_sampleCV	supp_poolDil_cor	supp_poolDil_pval
M86.0731T253_18	hilic_neg	M86.0731T253_18	86.07307967	253.1082766		[M-H]- 87.0732	1														0.237147223	0.288931814	0	-0.183135258	0.499059733	0	0.014601705	-0.004953668	-0.018614629	-0.010821775	1.071674338	0.516185279	-0.000768923	E	E	E	0.048297559	0.897789145	0	-0.077914797	0.803162757	0	-0.018048834	-0.007598966	-0.006079057	-0.020794016	0.345543728	1.097096286	-0.000249095	E	E	E		86.06869848	86.07796217	244.1114245	264.8162172	45	14	0	30		5.34E-06	0.227082386	0.786736571	0.935901365	7.65E-06
M86.0886T253_19	hilic_neg	M86.0886T253_19	86.08860256	252.8618069		[M-H-C3H2O3]- 173.104	1														0.400028401	0.179936647	0	-0.332519615	0.31358379	0	0.018869923	-0.014769585	-0.022669009	-0.01837893	1.305091623	0.876652219	-0.000911045	E	E	E	-0.035008601	0.959951229	0	-0.302830306	0.296966414	0	-0.006562488	-0.004854336	0.006459839	-0.008813909	0.367188042	0.465023527	0.000152183	E	E	E		86.08371851	86.09360817	242.1809628	263.0221098	48	19	0	25		5.91E-06	0.201669977	0.53717229	0.924477337	1.70E-05
M86.1029T252_3	hilic_neg	M86.1029T252_3	86.10294684	252.4943663		[M-H-C3H2O3]- 173.104	1														0.253393539	0.413344717	0	-0.032235375	0.973663432	0	0.013729725	-0.002541822	-0.011965864	-0.016792865	0.688894169	0.800998849	-0.000587267	E	E	E	0.309746546	0.53876882	0	0.034778537	0.95369007	0	-0.024284796	-0.013009068	-0.019560662	-0.028285093	1.111860641	1.492326941	-0.001240982	E	E	E		86.0986376	86.10838091	240.900309	261.868565	43	17	0	25		5.77E-06	0.226201047	0.657846781	0.941562397	4.86E-06
M86.1335T252_4	hilic_neg	M86.1335T252_4	86.1335048	252.380747			1														0.440135469	0.309991843	0	0.076125301	0.874248615	0	0.008660857	0.007527526	-0.013352999	-0.000148956	0.768753807	0.007105022	-0.000687555	E	E	E	0.337563137	0.654102898	0	0.300071712	0.579229303	0	-0.015512121	0.001446502	-0.00483165	-0.011938221	0.274639038	0.629862821	-0.000903669	E	E	E		86.12866073	86.1382789	242.9471646	262.9671805	50	20	0	28		5.66E-06	0.213253323	0.522639671	0.986426586	3.55E-09
M86.1486T253_21	hilic_neg	M86.1486T253_21	86.14860668	252.6930041		[M-H]- 87.163	1														0.210452258	0.621945353	0	-0.199923053	0.706273993	0	0.004908053	-0.001945181	-0.00637275	-0.004196885	0.366889525	0.200186202	-0.000400173	E	E	E	0.103685165	0.841055331	0	-0.099337112	0.80771958	0	-0.009825787	-0.007943278	0.000471417	-0.013364694	0.026796148	0.705123811	-0.000388723	E	E	E		86.14374438	86.15357383	244.6501504	258.8022446	44	19	0	25		5.98E-06	0.280964146	0.622577719	0.967480015	2.71E-07
M86.2587T253_27	hilic_neg	M86.2587T253_27	86.25867504	252.7388944		[M-H]- 87.2687	1														0.270222034	0.360483685	0	-0.283656336	0.378612125	0	0.013669866	-0.004275597	-0.017206037	-0.011153206	0.990579434	0.53199412	-0.000666709	E	E	E	0.16873788	0.724402496	0	-0.017177653	0.95369007	0	-0.01835959	-0.005265872	-0.007692281	-0.018913332	0.437242075	0.997871036	-0.000672555	E	E	E		86.25419802	86.26363182	244.6501504	259.1665809	46	17	0	28		5.26E-06	0.279331197	0.744182224	0.924003451	1.76E-05
M86.2884T253_28	hilic_neg	M86.2884T253_28	86.28835299	252.6671349		[M-H]- 87.3035	1														0.189128632	0.502526145	0	-0.079980482	0.872028442	0	0.005641163	0.004206126	-0.006655827	-0.001306253	0.383186721	0.062306666	-0.000505863	E	E	E	0.251724483	0.58543846	0	-0.085389664	0.797811484	0	-0.013406767	-0.007814022	-0.008886147	-0.014784645	0.505103435	0.780040712	-0.001089104	E	E	E		86.28376809	86.29339831	242.3129355	259.7238162	48	17	0	29		5.26E-06	0.227849206	0.724806304	0.963107065	5.06E-07
M86.3041T253_29	hilic_neg	M86.3041T253_29	86.30407183	253.2786411		[M-H]- 87.3035	1														0.240856766	0.380902776	0	-0.244399715	0.425799569	0	0.013669666	-0.006141343	-0.013315155	-0.015926617	0.76657505	0.759679923	-0.000646498	E	E	E	0.118662152	0.788715902	0	-0.069353286	0.842354483	0	-0.021392872	-0.011360618	-0.000263699	-0.026717988	0.014989082	1.409646195	-0.000524573	E	E	E		86.29911198	86.30845107	242.9612588	257.926839	44	13	0	31		4.95E-06	0.238854145	0.755609363	0.927998721	1.35E-05
M86.3233T252_6	hilic_neg	M86.3233T252_6	86.32328497	252.2450561		[M+Cl]- 51.3608	1														0.16939753	0.542943201	0	0.006590561	0.963918779	0	0.011635306	0.005721379	-0.00959274	-0.012790198	0.552269583	0.610076612	-0.000453719	E	E	E	0.062998602	0.89259342	0	0.069939147	0.851745114	0	-0.013893546	-0.004430693	-0.006741974	-0.015324627	0.383225047	0.808530268	-0.000287844	E	E	E		86.31869713	86.3285502	244.6501504	261.0891638	52	19	0	28		5.45E-06	0.212953484	0.613459786	0.922270313	1.96E-05
M86.3391T253_30	hilic_neg	M86.3391T253_30	86.33910485	253.1434871		[M+Cl]- 51.3608	1														0.006540699	0.989982568	0	-0.153330402	0.702097414	0	0.011620373	0.001255874	-0.00330457	-0.023414199	0.190249434	1.116828273	-1.55E-05	E	E	E	0.019115025	0.968587738	0	-0.049382202	0.910608664	0	-0.019385737	-0.009174802	-0.006807011	-0.023477431	0.386921859	1.238673796	-7.38E-05	E	E	E		86.33364587	86.34341906	243.5534143	260.6509929	48	21	0	26		5.49E-06	0.165239435	0.434107406	0.983206437	1.02E-08
M86.3532T253_31	hilic_neg	M86.3532T253_31	86.35319129	253.0514666			1														0.115047382	0.810553363	0	-0.151407314	0.786414656	0	0.007247956	0.003776312	-0.003638699	-0.01020821	0.209485775	0.486918957	-0.000217049	E	E	E	0.226298414	0.741787846	0	0.161596231	0.780179178	0	-0.01745207	-0.001355286	-0.010299117	-0.01556146	0.585418989	0.821025638	-0.000655412	E	E	E		86.34947028	86.35856871	244.970345	258.7719485	45	17	0	27		5.78E-06	0.264540152	0.576948158	0.980889959	1.94E-08
M86.38T252_7	hilic_neg	M86.38T252_7	86.37998718	251.9397764		[M-H]- 87.3826	1														0.57032026	0.080343435	0	-0.335138302	0.387656063	0	0.011265319	-0.013127879	-0.023874128	-0.001109156	1.374472239	0.052905356	-0.00114861	E	E	E	0.226207359	0.606703732	0	-0.165686707	0.583988192	0	-0.007345362	-0.008935669	-0.019739134	-0.008480887	1.122005318	0.447453219	-0.001000773	E	E	E		86.37394664	86.38362668	243.6954538	260.5480626	40	18	0	21		5.87E-06	0.254403387	0.594663617	0.904883981	5.22E-05
M86.4281T253_35	hilic_neg	M86.4281T253_35	86.4280825	253.1816312		[M+Cl]- 51.4546	1														0.459851119	0.310318528	0	-0.241046325	0.723632592	0	0.018828991	-0.009340078	-0.015387951	-0.023860609	0.885909291	1.13812151	-0.000715566	E	E	E	0.27044204	0.678668445	0	0.015611595	0.990777513	0	-0.011799897	-0.005644693	-0.006466936	-0.013263618	0.367591418	0.699791028	-0.000788383	E	E	E		86.4244198	86.43330407	243.5232854	261.4634548	50	18	0	27		5.66E-06	0.291426547	0.66934795	0.884599113	0.000132398
M86.4541T253_36	hilic_neg	M86.4541T253_36	86.45406286	252.748874		[M-H]- 87.4557	1														0.094345723	0.796150449	0	-0.05476291	0.924176326	0	0.005847634	0.002086241	-0.007582563	-0.004857993	0.436540442	0.231720243	-0.000223094	E	E	E	-0.030991343	0.955276407	0	-0.060937984	0.882582188	0	-0.004175704	-0.009097996	-0.00015032	-0.009590049	0.008544411	0.505972827	0.000126759	E	E	E		86.44892239	86.45858807	243.4368429	261.0387915	48	17	0	30		4.97E-06	0.265133255	0.713963155	0.880758867	0.000154902
M86.4725T253_37	hilic_neg	M86.4725T253_37	86.47253323	252.8237565			1														0.186024724	0.648039306	0	-0.321524542	0.395991088	0	0.012008677	-0.011102802	-0.009851226	-0.019657133	0.567151065	0.937620887	-0.000391257	E	E	E	0.113312867	0.79781258	0	-0.21184535	0.51746127	0	-0.012143881	-0.01249009	-0.009122959	-0.017200628	0.518564212	0.907508433	-0.000470415	E	E	E		86.46874072	86.47833506	244.4948486	263.8896748	50	18	0	30		5.03E-06	0.276993037	0.7590626	0.871757028	0.000219412
M86.494T253_38	hilic_neg	M86.494T253_38	86.49404601	252.7355517			1														-0.14309337	0.757396555	0	-0.619396616	0.269134832	0	-0.00523451	-0.00895356	-0.001457457	0.004365496	0.083908139	0.208228765	0.000178372	E	E	E	0.21665796	0.666608646	0	-0.206226451	0.56628514	0	-0.014855196	-0.016252227	-0.01005923	-0.021934384	0.571783414	1.157262327	-0.000807064	E	E	E		86.4890128	86.49837114	241.2155825	261.2367221	50	19	0	29		5.29E-06	0.201049006	0.479900063	0.975872976	6.18E-08
M86.5169T519	hilic_neg	M86.5169T519	86.51686862	518.8217755		[M-H+Cl]2- 139.072 [M-2H]2- 175.048	29														0.381588043	0.074139584	0	-0.277822594	0.22388354	0	0.019096788	-0.01189034	-0.025786404	-0.016002115	1.48456507	0.763281066	-0.001179973	E	E	E	0.248774254	0.440548873	0	-0.30064547	0.120732336	0	-0.012350026	-0.028768995	-0.024561523	-0.025053683	1.396117951	1.32183711	-0.001377156	E	E	E		86.51674311	86.51706101	516.7786984	521.8996741	59	21	0	38		5.43E-05	0.081950317	0.270178687	0.974740189	7.76E-08
M86.5141T254_1	hilic_neg	M86.5141T254_1	86.51406612	253.8673268		[M-H]- 87.5286	1														0.178291915	0.497491488	0	-0.138134208	0.691107733	0	0.01211235	-0.008036733	-0.012507806	-0.014786823	0.720094667	0.705313122	-0.000523132	E	E	E	0.08123285	0.879101819	0	-0.074135866	0.861361982	0	-0.020099005	-0.011457951	-0.004479306	-0.025377296	0.254611214	1.338911029	-0.000301586	E	E	E		86.50864681	86.51856927	242.8775863	261.0062517	47	16	0	31		8.79E-05	0.210519439	0.60972261	0.945453712	3.47E-06
M86.5483T253_2	hilic_neg	M86.5483T253_2	86.54831662	252.5390541			1														0.564500203	0.205490639	0	-0.527314708	0.269134832	0	0.00732806	-0.014201997	-0.015267702	-0.00259549	0.87898636	0.123801668	-0.000860796	E	E	E	0.186105417	0.788715902	0	-0.201700001	0.711497497	0	-0.00158441	-0.002919163	-0.006082648	-0.001668961	0.345747878	0.088054713	-0.000503534	E	E	E		86.54366541	86.55351377	243.0307227	266.3303427	54	14	0	34		5.01E-06	0.279044431	0.817721905	0.883352264	0.000139404
M86.5779T253_4	hilic_neg	M86.5779T253_4	86.57787443	253.2953524		[M-H]- 87.5783	1														0.351925623	0.106989507	0	0.126713144	0.579082813	0	0.012425436	0.005207001	-0.019858175	0.000840189	1.143267336	0.040075984	-0.001028756	E	E	E	-0.137912452	0.781928836	0	0.109957041	0.780251628	0	-0.017679191	-0.008940243	0.0103113	-0.025476066	0.586111495	1.344122162	0.000534675	E	E	E		86.57365268	86.58341522	244.5608181	264.6794342	54	20	0	33		5.08E-06	0.272493334	0.789651531	0.810436078	0.001388831
M86.6437T253_8	hilic_neg	M86.6437T253_8	86.64367389	252.950627		[M-H]- 87.6445	1														0.361861695	0.195764304	0	-2.51E-05	0.953057031	0	0.013848475	-0.001023734	-0.01626687	-0.010887733	0.936510057	0.519331358	-0.000871271	E	E	E	0.409797595	0.397993566	0	0.003879857	0.975485708	0	-0.020881053	-0.008791091	-0.021645946	-0.021282968	1.230391653	1.122893496	-0.001596407	E	E	E		86.63865896	86.64860182	241.824987	258.0626949	51	20	0	29		4.80E-06	0.257012191	0.740770074	0.893954522	8.82E-05
M86.669T252_2	hilic_neg	M86.669T252_2	86.66898445	252.2428833		[M-H]- 87.6712	1														0.113469983	0.757163671	0	0.015285843	0.963918779	0	0.008977202	0.006902345	-0.00628081	-0.010319555	0.361596384	0.49223	-0.000245914	E	E	E	-0.005528667	0.998040713	0	-0.10860931	0.780732981	0	-0.009364861	-0.007060276	0.004511513	-0.013175668	0.256441925	0.695150783	2.29E-05	E	E	E		86.66390292	86.6732973	243.4368429	258.4873752	50	19	0	31		4.90E-06	0.282224312	0.745950638	0.972937663	1.09E-07
M86.6985T253_9	hilic_neg	M86.6985T253_9	86.69846743	253.0536191		[M-H]- 87.6988	1														0.06281777	0.890619942	0	-0.202651484	0.565601433	0	0.011698926	0.000794061	-0.00384728	-0.021191355	0.221494165	1.010801368	-0.000155601	E	E	E	-0.096837435	0.836573126	0	-0.098273957	0.798131212	0	-0.008960962	-0.004069655	0.006899671	-0.011750712	0.392188786	0.619969821	0.000430733	E	E	E		86.69372697	86.70354743	242.9471646	261.7409117	56	20	0	34		4.59E-06	0.27391152	0.860399285	0.889923604	0.00010552
M86.7245T253_11	hilic_neg	M86.7245T253_11	86.72448306	253.1704853		[M-H]- 87.7258	1														0.32996708	0.361093849	0	-0.348578787	0.375439052	0	0.012631165	-0.007980659	-0.017768091	-0.012314447	1.022937787	0.587383867	-0.000661304	E	E	E	0.305625826	0.565412333	0	-0.304087742	0.373786131	0	-0.017244083	-0.01537442	-0.01717558	-0.022463336	0.976288609	1.185169926	-0.001081276	E	E	E		86.71876205	86.72861771	243.4723948	259.7238162	43	17	0	25		4.68E-06	0.210256425	0.569842249	0.988220527	1.75E-09
M86.7385T253_12	hilic_neg	M86.7385T253_12	86.73848423	253.0514666			1														-0.282005718	0.643634708	0	0.244508735	0.754848043	0	-0.000650807	0.007996121	0.005182727	-0.0039796	0.29837798	0.189821994	0.000376984	E	E	E	-0.11865039	0.846719059	0	-0.347814541	0.333138946	0	-0.007154865	-0.012496022	0.001253005	-0.014897292	0.071222895	0.785983995	0.000421528	E	E	E		86.73369499	86.74363154	243.5534143	257.1211392	45	17	0	26		5.31E-06	0.275459412	0.604793839	0.970094533	1.79E-07
M86.808T253_15	hilic_neg	M86.808T253_15	86.8079569	252.6306546		[M-H]- 87.8083	1														0.607634978	0.037552999	1	-0.136797901	0.809980124	0	0.021882879	-0.009641745	-0.031012648	-0.012789218	1.785448421	0.610029841	-0.001376765	E	E	E	0.129990229	0.787028144	0	-0.06325571	0.866136754	0	-0.016672463	-0.009260295	-0.005847309	-0.019902522	0.332370822	1.050060904	-0.000528653	E	E	E		86.80390967	86.81344876	242.9471646	263.1934006	52	20	0	27		4.78E-06	0.222181592	0.573251421	0.971957154	1.30E-07
M86.8381T253_17	hilic_neg	M86.8381T253_17	86.83813176	252.7382406		[M-H]- 87.8403	1														0.155531341	0.672736768	0	0.14295973	0.75316477	0	0.008933853	0.005734239	-0.008366006	-0.005093702	0.481644539	0.242963273	-0.000309136	E	E	E	0.099877358	0.851295362	0	0.141261339	0.729906266	0	-0.009584874	0.005485793	0.001276477	-0.005143797	0.072557056	0.271387706	-0.000394584	E	E	E		86.83365414	86.8436267	243.4169707	263.0221098	49	18	0	31		4.88E-06	0.223935066	0.574102997	0.888747595	0.000111051
M86.8936T253_20	hilic_neg	M86.8936T253_20	86.89355024	252.5298309		[M+Cl]- 51.9224	1														0.192135724	0.551482101	0	-0.141115345	0.751449533	0	0.012846334	0.002918004	-0.01185727	-0.012622751	0.682642245	0.602089581	-0.000463549	E	E	E	0.14472961	0.71354594	0	-0.015668682	0.95079245	0	-0.01868052	-0.013593714	-0.012547223	-0.024479122	0.713205097	1.291523194	-0.000701916	E	E	E		86.88907681	86.89804825	237.5968945	261.1273369	51	18	0	30		4.83E-06	0.289565372	0.814945432	0.858771586	0.000347375
M86.9185T253_22	hilic_neg	M86.9185T253_22	86.91852521	252.7940815		[M+Cl]- 51.9443	1														0.245179154	0.542692237	0	-0.122817338	0.852655252	0	0.006559475	-0.000106392	-0.005546	-0.007239585	0.319292218	0.345319228	-0.000465158	E	E	E	0.171447825	0.765407828	0	-0.044291641	0.916196085	0	-0.011426991	0.000883332	-0.001060364	-0.00899797	0.060272832	0.47473463	-0.000583601	E	E	E		86.91388848	86.92340295	240.3155171	257.9424723	46	19	0	26		5.18E-06	0.288711232	0.685478707	0.966986652	2.92E-07
M86.9338T253_23	hilic_neg	M86.9338T253_23	86.93380794	252.5942152		[M+Cl]- 51.9718 [M-H]- 87.9485	1														0.499889314	0.091762931	0	0.239348213	0.419679482	0	0.022055385	0.005321578	-0.020853556	-0.019064806	1.200573047	0.909367636	-0.001045267	E	E	E	0.186782512	0.737656678	0	0.185753964	0.670561877	0	-0.016210742	-0.000493579	-0.016288183	-0.013535125	0.925847491	0.714115775	-0.000667922	E	E	E		86.92871892	86.93749239	244.5608181	265.409149	45	20	0	22		5.50E-06	0.250223523	0.556438498	0.862954766	0.000301095
M86.9487T253_24	hilic_neg	M86.9487T253_24	86.94868158	253.4892009		[M+Cl]- 51.9718 [M-H]- 87.9485	1														0.245031277	0.462103137	0	0.189171552	0.630111651	0	0.012668751	0.010592593	-0.01026869	-0.011459694	0.591185148	0.546613216	-0.000497049	E	E	E	-0.131233591	0.839355958	0	0.174937504	0.736191784	0	-0.015758676	-0.002532233	0.002206045	-0.017520544	0.125395274	0.924387245	0.000382855	E	E	E		86.94480705	86.95355454	243.4368429	261.4634548	54	21	0	29		4.88E-06	0.23382159	0.528866694	0.953981712	1.50E-06
M86.9649T253_25	hilic_neg	M86.9649T253_25	86.96486705	252.9774222			1														0.303375678	0.33078148	0	-0.196180676	0.642348361	0	0.020918246	-0.000972319	-0.016529693	-0.025698482	0.951641224	1.225785757	-0.000697687	E	E	E	-0.153362787	0.742594821	0	0.033677936	0.920092585	0	-0.013189465	0.002562536	0.005942786	-0.012503833	0.337797889	0.659704635	0.000635015	E	E	E		86.95910512	86.96862284	242.624737	258.5693535	54	20	0	32		4.67E-06	0.202748666	0.556427217	0.965189186	3.80E-07
M86.9948T253_26	hilic_neg	M86.9948T253_26	86.99478606	252.8399035			1														0.51375564	0.079627804	0	0.025010107	0.890293798	0	0.023346778	0.003996936	-0.022163556	-0.020014335	1.275991823	0.954658973	-0.001143357	E	E	E	0.326395215	0.589759427	0	0.372571648	0.32381688	0	-0.028495718	-0.002853606	-0.009584002	-0.027422394	0.544770637	1.446810779	-0.001091299	E	E	E		86.9891491	86.99830602	242.9471646	263.3055094	63	23	0	37		4.61E-06	0.217299991	0.616019932	0.959159369	8.35E-07
M87.0089T180	hilic_neg	M87.0089T180	87.00886709	179.85017	[6][M]-		19														0.544739594	0.000787884	1	-0.28747559	0.034295958	1	0.022804737	-0.027278235	-0.04033532	-0.007783765	2.322169742	0.37127595	-0.001950371	C	E	E	0.488631448	0.012491768	1	-0.190112107	0.181485357	0	-0.009653729	-0.022751232	-0.045039611	-0.013373627	2.560126609	0.705595148	-0.0029567	E	E	E		87.00873692	87.00904214	178.0691591	181.3913323	66	24	0	42		0.000244067	0.073609637	0.314230774	0.995983696	8.17E-12
M87.0089T527	hilic_neg	M87.0089T527	87.00888006	526.8659551	[7][M]-		16														1.833080675	0.460263227	0	-2.487333889	0.310031555	0	-0.001686975	-0.023062064	-0.015094292	0.012246906	0.869002882	0.584162233	-0.000555588	E	E	E	1.757379924	0.593524967	0	-1.934138477	0.361465834	0	0.008733529	-0.012410091	-0.018630814	0.005013743	1.059006535	0.264526068	-0.000988074	E	E	E		87.00866158	87.0090673	526.0747079	534.2990605	62	23	2	37		0.015426541	0.138317443	0.280543465	0.97813107	3.80E-08
M87.0326T569	hilic_neg	M87.0326T569	87.03263476	569.201974			282														-0.143589732	0.785832361	0	0.262129152	0.612933223	0	0.010216351	0.007570038	-0.00150437	-0.016386092	0.086608995	0.78159627	0.000250666	E	E	E	0.027176352	0.955276407	0	-0.004448788	0.986328697	0	-0.012854249	-0.009171299	-0.008715953	-0.017827476	0.495429295	0.940581061	-0.000112893	E	E	E		87.03245726	87.03285007	567.7196227	571.5960302	45	13	0	32		0.000225564	0.269096325	0.68541929	0.968967459	2.15E-07
M87.0453T154	hilic_neg	M87.0453T154	87.04525104	154.4357783	[10][M]-		15	C4H8O2	88.05243	Isobutyric acid	Microbial Metabolism	Microbial Metabolism	Microbial Metabolism	249_Isobutyric acid_M-H_Mono_87.04515_163.35_TRUE	InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)	KQNPFQTWMSNSAP-UHFFFAOYSA-N	CID6590	CHEBI:16135	HMDB01873	C02632	1.129867459	0.135116823	0	0.633567784	0.421281413	0	0.024583941	-0.00054029	-0.017196177	-0.024356951	0.99001176	1.1617964	-0.000915455	E	E	E	0.247685375	0.7988849	0	-0.233124693	0.76577481	0	0.01150327	-0.001242556	-0.009674744	0.013278399	0.549928606	0.700570907	-0.000479664	E	E	E	249_Isobutyric acid_M-H_Mono_87.04515_163.35_TRUE	87.04507059	87.04544479	146.9080599	155.9686803	67	24	1	42	249_Isobutyric acid_M-H_Mono_87.04515_163.35_TRUE	0.040728251	0.114101277	0.066102294	0.99850572	5.85E-14
M87.0454T254_4	hilic_neg	M87.0454T254_4	87.04542047	253.8469356			1														0.249753967	0.39796494	0	-0.079106036	0.890198947	0	0.017804943	-0.005987101	-0.01433532	-0.020276249	0.825307594	0.967151984	-0.000610489	E	E	E	-0.065339752	0.898140449	0	-0.157395506	0.653963862	0	-0.005864058	-0.005450465	0.007579877	-0.008962163	0.430852845	0.47284546	0.000284019	E	E	E		87.03965017	87.0484992	244.0940211	262.0266261	62	21	0	39		0.23075898	0.236351526	0.697646221	0.949094226	2.47E-06
M87.0582T252_6	hilic_neg	M87.0582T252_6	87.05816432	252.239042		[M+Cl]- 52.0945 [M-H]- 88.0712	1														0.28222319	0.230550526	0	0.020587243	0.916483572	0	0.014287371	-0.000274844	-0.014537099	-0.011528954	0.83692435	0.549916821	-0.000820368	E	E	E	0.097576666	0.815984939	0	-0.073197142	0.829375246	0	-0.014514079	-0.00638161	-0.00426053	-0.016916225	0.242175642	0.892503293	-0.000448614	E	E	E		87.05434881	87.06363448	236.8081972	260.6656543	53	16	0	35		4.39E-06	0.291142486	0.900728951	0.939177169	5.92E-06
M87.0881T253_27	hilic_neg	M87.0881T253_27	87.08807396	252.5873398		[M+Cl]- 52.1244 [M-H]- 88.101	1														0.213546044	0.47380253	0	-0.01635324	0.997079469	0	0.014027143	0.006190459	-0.010745181	-0.014543368	0.618617471	0.693700659	-0.000524845	E	E	E	-0.086188409	0.857124856	0	0.196019995	0.597064064	0	-0.019954014	0.000933269	0.002978678	-0.019752039	0.169313	1.042121373	0.0003298	E	E	E		87.08390129	87.0932327	243.9832458	259.5732999	48	21	0	27		4.53E-06	0.205979721	0.550843567	0.973804523	9.30E-08
M87.1284T252_9	hilic_neg	M87.1284T252_9	87.12835044	252.0314484		[M+Cl]- 52.1513 [M-H]- 88.1279	1														-0.020409952	0.968200013	0	0.053216825	0.923175706	0	0.008279947	0.005175582	-0.003140404	-0.012905705	0.180798126	0.615586139	4.55E-05	E	E	E	0.147999182	0.786032578	0	0.066120775	0.893639094	0	-0.015360341	0.000371206	-0.008918265	-0.012830628	0.506929059	0.676946406	-0.000549454	E	E	E		87.12387712	87.13311681	243.5232854	258.8022446	45	21	0	24		4.80E-06	0.218929243	0.533333587	0.959071417	8.44E-07
M87.1631T253_30	hilic_neg	M87.1631T253_30	87.16307078	252.5960463		[M+Cl]- 52.1999	1														0.149277609	0.544543295	0	0.022687859	0.930340125	0	0.009393877	-0.003971277	-0.009339304	-0.008299826	0.537678894	0.395891423	-0.000451271	E	E	E	0.002906163	0.987309827	0	-0.125123559	0.707867962	0	-0.00616047	-0.009642811	0.006108541	-0.011801075	0.347219647	0.622626974	-1.36E-05	E	E	E		87.1586442	87.16863022	244.1737878	265.121946	53	20	0	31		4.52E-06	0.256010253	0.822770416	0.965310796	3.73E-07
