variableMetadata	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	formula	monoisotopic_mass	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	chebi_id	hmdb_id	pubchem_id	inchikey	inchi
M88.0404T446.65	hilic	M88T447	88.0404437560117	446.648277272708		[M-H-C5H8O4]- 221.088	3	6	@M177.0882T446.78|-(C3H7O2N)	β-Alanine|Sarcosine|L-Alanine;Alanine	C3H7NO2	89.04768	C00099|C00213|C00041	Amino acid metabolism|Carbohydrate metabolism|Metabolism of cofactors and vitamins|Metabolism of other amino acids|Nucleotide metabolism	Alanine, Aspartate and Glutamate|Glycine, Serine and Threonine|Propanoate metabolism|Pantothenate and CoA biosynthesis|beta-Alanine metabolism|Selenocoumpound metabolism|Pyrimidine metabolism	Alanine|Glycine|Propenoyl-CoA|beta-Alanine|Selenocysteine|Uracil	CHEBI:16958|CHEBI:15611|CHEBI:16977	HMDB00056|HMDB00271|HMDB00161	CID239|CID1088|CID5950	UCMIRNVEIXFBKS-UHFFFAOYSA-N|FSYKKLYZXJSNPZ-UHFFFAOYSA-N|QNAYBMKLOCPYGJ-REOHCLBHSA-N	InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)|InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)|InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1
M88.9881T589.5	hilic	M89T590	88.9881020384979	589.504059407766	[10][M]-		35	7	@M89.9914T589.47|-13C|@M90.9923T589.44|-18O|-13C2|@M150.9885T589.41|-(H2O)-(CO2)	Oxalic acid	C2H2O4	89.99531	C00209	Lipid metabolism|Microbial Metabolism	Fatty acids|Microbial Metabolism	Dicarboxylic|Microbial Metabolism	CHEBI:16995	HMDB02329	CID971	MUBZPKHOEPUJKR-UHFFFAOYSA-N	InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)
M90.0277T253.39_9	hilic	M90T253_9	90.0276530805459	253.391358168698	[13][M+1]-		1	8	@M180.0594T255.16|-(C3H6O3)												
M179.0561T255.28	hilic	M179T255	179.056063957917	255.282808973011	[187][M]-		1	8	@M180.0594T255.16|-13C|@M181.0601T255.73|-18O|-13C2|@M239.0773T259.71|-(CH3COOH)|-(C2H4O2)|-CH3COOH												
M91.04T230.99	hilic	M91T231	91.0400057832137	230.98503329934	[28][M]-	[M-H-C4H8]- 148.118	8	9	@M92.0434T230.79|-13C|@M152.0564T230.79|-(NH3)-(CO2)												
M93.5246T500.39_1	hilic	M94T500_1	93.5245885916441	500.387823475951	[29][M]2-	[M-2H]2- 189.065	15	10	@M94.0263T500.46_2|-13Cdb												
M188.0566T500.23	hilic	M188T500	188.056556413738	500.233129978425	[213][M]-	[M-H]- 189.065	15	10	@M94.0263T500.46_2|+(C2H6O4)|@M170.046T500.22|+(H2O)|@M189.0599T500.38|-13C|@M190.0607T500.36|-18O|-13C2	N-Acetyl-DL-glutamic acid|N-Acetyl-L-glutamic acid;N-Acetylglutamic acid	C7H11NO5	189.0637	C00624	Amino acid metabolism	Aginine biosynthesis|Alanine, Aspartate and Glutamate	Glutamate|Others	CHEBI:17533	HMDB01138	CID185|CID70914	RFMMMVDNIPUKGG-UHFFFAOYSA-N|RFMMMVDNIPUKGG-YFKPBYRVSA-N	InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)|InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1
M161.0092T292.27	hilic	M161T292	161.009227391853	292.274332600799	[146][M]-		12	11	@M99.0088T292.47|+(H2O)+(CO2)|@M162.0126T292.36|-13C												
M100.9647T1025.5	hilic	M101T1026	100.964720171933	1025.50222319185	[36][M]-		28	12	@M143.9706T1025.68|-(NHCO)												
M101.0609T133.27	hilic	M101T133	101.060869752195	133.27106016843	[45][M]-		18	13	@M102.0643T133.27|-13C	Isovaleric acid;3-Methylbutanoic acid;3-Methylbutyric acid	C5H10O2	102.06808	C08262	Lipid metabolism	Fatty acids	Branched	CHEBI:28484	HMDB00718	CID10430	GWYFCOCPABKNJV-UHFFFAOYSA-N	InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)
M101.9229T142.35	hilic	M102T142	101.922890402815	142.354537092087			1815	14	@M102.9236T142.4|-13C|-15N|@M103.9211T142.32|-34S|-41K|-37Cl|@M105.9203T142.09|-44Ca												
M102.9236T142.4	hilic	M103T142	102.923606956611	142.400531923061			1813	14	@M101.9229T142.35|+13C|+15N|@M103.9211T142.32|-15N|@M105.9203T142.09|-13C-37Cl|-13C-34S												
M103.9211T142.32	hilic	M104T142	103.921093750117	142.319437676021			1816	14	@M101.9229T142.35|+34S|+41K|+37Cl|@M102.9236T142.4|+15N|@M105.9203T142.09|-34S|-41K|-37Cl												
M105.9203T142.09	hilic	M106T142	105.920268646334	142.085427098952			1817	14	@M101.9229T142.35|+44Ca|@M102.9236T142.4|+13C+37Cl|+13C+34S|@M103.9211T142.32|+34S|+41K|+37Cl|@M107.9205T142.46|-18O|-34S|-41K|-37Cl												
M102.0561T500.81	hilic	M102T501	102.056095971713	500.81319288607		[M-H-C3H2O3]- 189.065	15	15	@M103.0595T501.34|-13C	γ-aminobutyric acid;GABA;Gamma-Aminobutyric Acid|DL-3-Aminoisobutyric acid;3-Aminoisobutyric acid	C4H9NO2	103.0633	C00334|C05145	Amino acid metabolism|Carbohydrate metabolism	Aginine and Proline metabolism|Alanine, Aspartate and Glutamate|Butanoate metabolism	Pustrescine|Glutamate|L-Glutamate	CHEBI:16865|CHEBI:27389	HMDB00112|HMDB03911	CID119|CID64956	BTCSSZJGUNDROE-UHFFFAOYSA-N|QCHPKSFMDHPSNR-UHFFFAOYSA-N	InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)|InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)
M104.0354T480.1	hilic	M104T480	104.035398685789	480.099677326567	[38][M+3]-		2	16	@M105.0387T479.93|-13C	L-Serine;Serine	C3H7NO3	105.04259	C00065	Amino acid metabolism|Carbohydrate metabolism|Lipid metabolism	Cysteine and Methionine|Glycine, Serine and Threonine|Glyoxylate and dicarboxylate metabolism|Sphingolipid metabolism	Cysteine|Serine|Glyoxylate|Sphingosine	CHEBI:17115	HMDB00187	CID5951	MTCFGRXMJLQNBG-REOHCLBHSA-N	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1
M105.0193T368.62	hilic	M105T369	105.019347161813	368.623601126344	[51][M]-		309	17	@M106.0227T368.51|-13C	D-Glyceric acid	C3H6O4	106.02661	C00258	Amino acid metabolism|Carbohydrate metabolism	Glycine, Serine and Threonine|Glyoxylate and dicarboxylate metabolism|Pentose Phosphate pathway	Serine|Glyoxylate|Glycerate	CHEBI:32398	HMDB00139	CID439194	RBNPOMFGQQGHHO-UWTATZPHSA-N	InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)/t2-/m1/s1
M288.0763T476.97	hilic	M288T477	288.076285204808	476.971272216221	[416][M]-	[M-H-C5H8O4]- 421.138	2	18	@M108.0126T477.34|+(C6H10O5)+(H2O)|@M289.0798T476.92|-13C|@M290.0722T476.62|-34S|-41K|-37Cl												
M144.0125T129.59	hilic	M144T130	144.012500752295	129.586621772228		[M-H-CH4]- 161.052 [M-H-CO2]- 189.008	18	19	@M110.0248T129.47|+(H2S)												
M110.9854T515.29	hilic	M111T515	110.985359906143	515.285189353668		[M+Cl]- 76.0167	1288	20	@M111.9887T515.38|-13C|@M291.0491T514.34|-(C6H10O5)-(H2O)												
M191.0199T608.55	hilic	M191T609	191.019869255792	608.554907908888	[220][M]-	[M+Cl]- 156.056	23	21	@M111.0088T608.42|+2(H2O)+(CO2)|@M173.0092T608.7|+(H2O)|@M192.0232T608.57|-13C|@M193.0239T608.61|-18O|-13C2	Citric acid|Isocitric acid	C6H8O7	192.027	C00158|C00311	Amino acid metabolism|Carbohydrate metabolism	Alanine, Aspartate and Glutamate|Citrate Cycle|Glyoxylate and dicarboxylate metabolism	Glutamate|Krebs cycle|Citrate	CHEBI:30769|CHEBI:30887	HMDB00094|HMDB00193	CID311|CID1198	KRKNYBCHXYNGOX-UHFFFAOYSA-N|ODBLHEXUDAPZAU-UHFFFAOYSA-N	InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)|InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)
M111.9296T698.76	hilic	M112T699	111.929552622247	698.762988800787			2291	22	@M112.9374T699.03|-13C|@M113.9367T698.95|-18O|-13C2												
M112.9374T699.03	hilic	M113T699	112.937392890098	699.034439428764			2291	22	@M111.9296T698.76|+13C|@M113.9367T698.95|-13C|-15N|@M293.0011T699.25|-(C6H10O5)-(H2O)												
M112.9857T98.37_1	hilic	M113T98_1	112.985705583888	98.3737778947091	[56][M]-		37	23	@M113.989T98.68|-13C												
M114.0561T375.32	hilic	M114T375	114.056078000667	375.317400978672	[60][M]-		7	24	@M115.0594T375.37|-13C|@M116.0603T376.09|-18O|-13C2	L-Proline;Proline	C5H9NO2	115.06333	C00148	Amino acid metabolism	Aginine and Proline metabolism	L-Proline	CHEBI:17203	HMDB00162	CID145742	ONIBWKKTOPOVIA-BYPYZUCNSA-N	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1
M116.0071T546.88	hilic	M116T547	116.007111755835	546.876999832599	[62][M+1]-		538	25	@M115.0038T547.04|+13C|@M117.008T546.87|-13C|-15N|@M134.0177T552.48|-(H2O)|@M231.9947T552.05|-(H3PO4)-(H2O)												
M117.008T546.87	hilic	M117T547	117.008038611544	546.870821993904	[62][M+2]-		538	25	@M115.0038T547.04|+18O|+13C2|@M116.0071T546.88|+13C|+15N												
M133.0143T552.4	hilic	M133T552	133.014336430846	552.396025655114	[92][M]-	[M-H]- 134.023	6	25	@M115.0038T547.04|+(H2O)|@M134.0177T552.48|-13C|@M135.0185T552.44|-18O|-13C2|@M230.9913T552.07|-(H3PO4)	Diglycolic acid|L-malic acid;(S)-malic acid;(2S)-2-hydroxybutanedioic acid;malic acid	C4H6O5	134.0215	C00149	Carbohydrate metabolism	Citrate Cycle|Glyoxylate and dicarboxylate metabolism|Pyruvate metabolism	Krebs cycle|Citrate|Pyruvate	CHEBI:30797	HMDB00156	CID8088|CID222656	QEVGZEDELICMKH-UHFFFAOYSA-N|BJEPYKJPYRNKOW-REOHCLBHSA-N	InChI=1S/C4H6O5/c5-3(6)1-9-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)|InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/t2-/m0/s1
M212.9808T547.77	hilic	M213T548	212.980774120958	547.772870697162			538	25	@M115.0038T547.04|+(H3PO4)												
M231.9947T552.05	hilic	M232T552	231.994739368296	552.050758759213	[304][M+1]-		6	25	@M116.0071T546.88|+(H3PO4)+(H2O)|@M134.0177T552.48|+(H3PO4)|@M230.9913T552.07|+13C|@M267.0361T552.9|-(H2O)-(NH3)												
M267.0361T552.9	hilic	M267T553	267.036064039609	552.896509510838		[2M-H]- 134.023	6	25	@M231.9947T552.05|+(H2O)+(NH3)												
M328.9685T552.14_1	hilic	M329T552_1	328.96847421793	552.143015564481		[M-2H+K]- 292.02	6	25	@M230.9913T552.07|+(H3PO4)												
M115.0765T93.5	hilic	M115T94	115.076522081929	93.5029673587562	[63][M]-	[M-H-C6H10O4]- 262.142	45	26	@M116.0799T93.84|-13C	Caproic acid;Hexanoic acid	C6H12O2	116.08373	C01585	Lipid metabolism	Fatty acids	Straight chain	CHEBI:30776	HMDB00535	CID8892	FUZZWVXGSFPDMH-UHFFFAOYSA-N	InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)
M115.9757T1025.44	hilic	M116T1025	115.975698035146	1025.4355748632			28	27	@M117.9738T1025.67|-34S|-41K|-37Cl|@M158.9815T1025.58|-(NHCO)|@M159.9655T1025.58|-(CO2)|@M161.9635T1025.58_2|-(CH2S)|@M194.937T1026.06|-(PO3)												
M117.9738T1025.67	hilic	M118T1026	117.973808231627	1025.66932256023			28	27	@M115.9757T1025.44|+34S|+41K|+37Cl|@M161.9635T1025.58_2|-(CO2)												
M156.9137T1027.43	hilic	M157T1027	156.91374369173	1027.43195724369			28	27	@M154.9156T1027.66|+34S|+41K|+37Cl|@M200.9036T1027.66|-(CO2)												
M158.9815T1025.58	hilic	M159T1026	158.981522974294	1025.58400310839		[M+Cl]- 124.005	28	27	@M115.9757T1025.44|+(NHCO)|@M193.953T1025.67|-Cl|-(Cl.)												
M159.9655T1025.58	hilic	M160T1026	159.965522073481	1025.57981579935			28	27	@M115.9757T1025.44|+(CO2)|@M161.9635T1025.58_2|-34S|-41K|-37Cl|@M193.953T1025.67|-(H2S)|@M194.937T1026.06|-Cl|-(Cl.)|@M197.9214T1025.43|-K												
M161.9635T1025.58_2	hilic	M162T1026_2	161.963528985866	1025.5786511433		[M-H-HCOOH]- 208.967	28	27	@M115.9757T1025.44|+(CH2S)|@M117.9738T1025.67|+(CO2)|@M159.9655T1025.58|+34S|+41K|+37Cl|@M199.9089T1027.77|-Ca|@M199.9196T1025.41_1|-K												
M162.9476T1025.74	hilic	M163T1026	162.947601428961	1025.74183624243	[151][M]-		28	27	@M200.9036T1027.66|-K												
M182.9104T1026.66	hilic	M183T1027	182.910409691231	1026.65904371225			28	27	@M244.9111T1026.02_2|-(H2O)-(CO2)												
M193.953T1025.67	hilic	M194T1026	193.952973565281	1025.67101811083		[M-H-CH2]- 208.967	28	27	@M158.9815T1025.58|+Cl|+(Cl.)|@M159.9655T1025.58|+(H2S)|@M215.932T1025.67|-Na|@M253.8881T1025.1|-Na-K												
M194.937T1026.06	hilic	M195T1026	194.937028564261	1026.06310906529			28	27	@M115.9757T1025.44|+(PO3)|@M159.9655T1025.58|+Cl|+(Cl.)|@M232.8931T1025.88_2|-K|@M254.8722T1026.02|-Na-K												
M197.9214T1025.43	hilic	M198T1025	197.921449058782	1025.42604536008			28	27	@M154.9156T1027.66|+(NHCO)|@M159.9655T1025.58|+K|@M199.9196T1025.41_1|-34S|-41K|-37Cl|@M214.9481T1025.58|-(NH3)|-NH3|@M232.8931T1025.88_2|-Cl|-(Cl.)|@M241.9115T1025.42|-(CO2)|@M258.938T1025.36|-(NH3)-(CO2)|@M259.922T1025.37|-(H2O)-(CO2)												
M198.9055T1027.66	hilic	M199T1028	198.905459927752	1027.6557217137	[235][M]-	[M-H]- 199.91	28	27	@M154.9156T1027.66|+(CO2)|@M199.9089T1027.77|-13C|@M200.9036T1027.66|-34S|-41K|-37Cl|@M232.8931T1025.88_2|-(H2S)|@M236.8615T1026.02|-K|@M241.9115T1025.42|-(NHCO)|@M258.938T1025.36|-(NH3)-(CONH)|@M259.922T1025.37|-(NH3)-(CO2)|@M260.9061T1026.22|-(H2O)-(CO2)|@M261.9094T1026.06|-Na-CH3CN|@M261.9201T1025.4|-(CH2S)-(NH3)												
M199.9196T1025.41_1	hilic	M200T1025_1	199.919570801858	1025.4063076943			28	27	@M161.9635T1025.58_2|+K|@M197.9214T1025.43|+34S|+41K|+37Cl|@M261.9201T1025.4|-(H2O)-(CO2)												
M214.9481T1025.58	hilic	M215T1026	214.948119534862	1025.5786511433			28	27	@M154.9156T1027.66|+(NH3)+(CONH)|@M197.9214T1025.43|+(NH3)|+NH3|@M258.938T1025.36|-(CO2)												
M215.932T1025.67	hilic	M216T1026	215.931992291903	1025.66728701384		[M-H+NH3]- 199.91	28	27	@M193.953T1025.67|+Na|@M253.8881T1025.1|-K|@M258.938T1025.36|-(NHCO)|@M259.922T1025.37|-(CO2)|@M261.9201T1025.4|-(CH2S)												
M237.865T1026.52	hilic	M238T1027	237.865004099096	1026.51785947508	[321][M+1]-		28	27	@M199.9089T1027.77|+K|@M236.8615T1026.02|+13C|@M238.8596T1026.39_1|-15N												
M238.8596T1026.39_1	hilic	M239T1026_1	238.859645446161	1026.38544574123	[321][M+2]-		28	27	@M200.9036T1027.66|+K|@M236.8615T1026.02|+34S|+41K|+37Cl|@M237.865T1026.52|+15N|@M240.8578T1026.78|-34S|-41K|-37Cl												
M238.8772T1026.23_2	hilic	M239T1026_2	238.877234788781	1026.22713515568			28	27	@M282.8671T1026.02|-(CO2)												
M240.8578T1026.78	hilic	M241T1027	240.857834335417	1026.78473997029			28	27	@M236.8615T1026.02|+44Ca|@M238.8596T1026.39_1|+34S|+41K|+37Cl												
M242.8954T1026.02	hilic	M243T1026	242.895373435041	1026.01944343982			28	27	@M244.8935T1026.02_1|-34S|-41K|-37Cl|@M260.9061T1026.22|-(H2O)												
M244.8935T1026.02_1	hilic	M245T1026_1	244.893500769228	1026.01944343982		[M-H+HCOOH]- 199.91	28	27	@M242.8954T1026.02|+34S|+41K|+37Cl|@M262.9042T1026.99|-(H2O)												
M244.9111T1026.02_2	hilic	M245T1026_2	244.91105790992	1026.01944343982		[M-H+HCOOH]- 199.91	28	27	@M182.9104T1026.66|+(H2O)+(CO2)|@M282.8671T1026.02|-K|@M320.823T1026.33|-2K												
M253.8881T1025.1	hilic	M254T1025	253.888129992692	1025.09700565277			28	27	@M193.953T1025.67|+Na+K|@M215.932T1025.67|+K|@M296.8941T1025.06|-(NHCO)|@M297.8779T1025.13|-(CO2)|@M359.8786T1025.13|-(H2O)-2(CO2)												
M254.8722T1026.02	hilic	M255T1026	254.87217560768	1026.01944343982			28	27	@M194.937T1026.06|+Na+K|@M232.8931T1025.88_2|+Na|@M256.8704T1026.26|-34S|-41K|-37Cl|@M292.8282T1026.23|-K|@M298.862T1026.17|-(CO2)|@M300.8602T1026.18|-(CH2S)												
M256.8704T1026.26	hilic	M257T1026	256.870392418461	1026.25582462033		[M-H]- 257.878	28	27	@M254.8722T1026.02|+34S|+41K|+37Cl|@M294.8262T1026.37_1|-K|@M300.8602T1026.18|-(CO2)												
M262.9042T1026.99	hilic	M263T1027	262.90417849211	1026.99153071498	[362][M]-		28	27	@M244.8935T1026.02_1|+(H2O)|@M260.9061T1026.22|+34S|+41K|+37Cl|@M261.9094T1026.06|+15N|@M300.8602T1026.18|-K												
M282.8671T1026.02	hilic	M283T1026	282.867146162366	1026.01944343982		[M+Cl]- 247.911	28	27	@M236.8615T1026.02|+(HCOOH)|+(H2O-CO)|@M238.8772T1026.23_2|+(CO2)|@M244.9111T1026.02_2|+K|@M320.823T1026.33|-K												
M292.8282T1026.23	hilic	M293T1026	292.828182753336	1026.23300711495			28	27	@M232.8931T1025.88_2|+Na+K|@M254.8722T1026.02|+K|@M294.8262T1026.37_1|-34S|-41K|-37Cl|@M335.8339T1024.82|-(NHCO)|@M336.8181T1026.3|-(CO2)|@M338.816T1026.39|-(CH2S)												
M294.8262T1026.37_1	hilic	M295T1026_1	294.826170851958	1026.36987155682		[M-2H+K]- 257.878	28	27	@M256.8704T1026.26|+K|@M292.8282T1026.23|+34S|+41K|+37Cl|@M338.816T1026.39|-(CO2)|@M340.8141T1026.3|-(CH2S)												
M296.8941T1025.06	hilic	M297T1025	296.894149682769	1025.06340900822			28	27	@M253.8881T1025.1|+(NHCO)|@M258.938T1025.36|+K												
M297.8779T1025.13	hilic	M298T1025	297.87787309145	1025.12840889073			28	27	@M253.8881T1025.1|+(CO2)|@M259.922T1025.37|+K|@M335.8339T1024.82|-K|@M359.8786T1025.13|-(H2O)-(CO2)												
M298.862T1026.17	hilic	M299T1026	298.862021414195	1026.16963086923	[441][M]-		28	27	@M254.8722T1026.02|+(CO2)|@M260.9061T1026.22|+K|@M299.8654T1026.6|-13C|@M300.8602T1026.18|-34S|-41K|-37Cl|@M360.8626T1026.21|-(H2O)-(CO2)|@M361.866T1026.84|-Na-CH3CN												
M299.8654T1026.6	hilic	M300T1027	299.8653666139	1026.5991150106	[441][M+1]-		28	27	@M261.9094T1026.06|+K|@M298.862T1026.17|+13C|@M300.8602T1026.18|-15N|@M361.866T1026.84|-(H2O)-(CO2)												
M300.8602T1026.18	hilic	M301T1026	300.860173801147	1026.17597274952	[441][M+2]-		28	27	@M254.8722T1026.02|+(CH2S)|@M256.8704T1026.26|+(CO2)|@M262.9042T1026.99|+K|@M298.862T1026.17|+34S|+41K|+37Cl|@M299.8654T1026.6|+15N|@M362.8606T1026.36|-(H2O)-(CO2)												
M320.823T1026.33	hilic	M321T1026	320.823009908235	1026.33367565378			28	27	@M244.9111T1026.02_2|+2K|@M282.8671T1026.02|+K												
M335.8339T1024.82	hilic	M336T1025	335.833948025262	1024.81755735813			28	27	@M259.922T1025.37|+2K|@M292.8282T1026.23|+(NHCO)|@M297.8779T1025.13|+K|@M397.8343T1024.87|-(H2O)-(CO2)												
M336.8181T1026.3	hilic	M337T1026	336.818116632196	1026.30230961085	[519][M]-		28	27	@M292.8282T1026.23|+(CO2)|@M337.8215T1026.66|-13C|@M338.816T1026.39|-34S|-41K|-37Cl|@M340.8141T1026.3|-44Ca|@M374.7739T1026.31|-K												
M337.8215T1026.66	hilic	M338T1027	337.821496653729	1026.65743691096	[519][M+1]-		28	27	@M336.8181T1026.3|+13C|@M338.816T1026.39|-15N												
M338.816T1026.39	hilic	M339T1026	338.815991946838	1026.38544574123	[519][M+2]-		28	27	@M292.8282T1026.23|+(CH2S)|@M294.8262T1026.37_1|+(CO2)|@M336.8181T1026.3|+34S|+41K|+37Cl|@M337.8215T1026.66|+15N|@M340.8141T1026.3|-34S|-41K|-37Cl|@M376.7719T1026.39|-K												
M340.8141T1026.3	hilic	M341T1026	340.814065926199	1026.30230961085		[M-H]- 341.814	28	27	@M294.8262T1026.37_1|+(CH2S)|@M336.8181T1026.3|+44Ca|@M338.816T1026.39|+34S|+41K|+37Cl|@M382.8236T1026.48|-(C2H2O)												
M359.8786T1025.13	hilic	M360T1025	359.878586685037	1025.12840889073		[M-H]- 360.888	28	27	@M253.8881T1025.1|+(H2O)+2(CO2)|@M261.9094T1026.06|+(H2SO4)|@M297.8779T1025.13|+(H2O)+(CO2)|@M397.8343T1024.87|-K												
M360.8626T1026.21	hilic	M361T1026	360.862637927128	1026.20981962755	[558][M]-		28	27	@M298.862T1026.17|+(H2O)+(CO2)|@M361.866T1026.84|-13C|@M362.8606T1026.36|-34S|-41K|-37Cl|@M398.8185T1026.31|-K												
M361.866T1026.84	hilic	M362T1027	361.866028379377	1026.84038998458	[558][M+1]-		28	27	@M298.862T1026.17|+Na+CH3CN|@M299.8654T1026.6|+(H2O)+(CO2)|@M360.8626T1026.21|+13C|@M362.8606T1026.36|-15N|@M399.8221T1026.5|-K												
M362.8606T1026.36	hilic	M363T1026	362.860644484552	1026.35838540371	[558][M+2]-		28	27	@M300.8602T1026.18|+(H2O)+(CO2)|@M360.8626T1026.21|+34S|+41K|+37Cl|@M361.866T1026.84|+15N|@M400.8164T1026.34|-K												
M374.7739T1026.31	hilic	M375T1026	374.773909485541	1026.31233854778			28	27	@M336.8181T1026.3|+K|@M376.7719T1026.39|-34S|-41K|-37Cl|@M436.7745T1026.3|-(H2O)-(CO2)|@M437.7779T1026.59|-Na-CH3CN												
M376.7719T1026.39	hilic	M377T1026	376.771920830555	1026.38544574123		[M+Cl]- 341.814	28	27	@M338.816T1026.39|+K|@M374.7739T1026.31|+34S|+41K|+37Cl|@M438.7724T1026.31|-(H2O)-(CO2)												
M382.8236T1026.48	hilic	M383T1026	382.823552348388	1026.47672761987			28	27	@M340.8141T1026.3|+(C2H2O)												
M397.8343T1024.87	hilic	M398T1025	397.834314413017	1024.87364002214		[M-2H+K]- 360.888	28	27	@M335.8339T1024.82|+(H2O)+(CO2)|@M359.8786T1025.13|+K|@M435.7905T1024.75|-K												
M398.8185T1026.31	hilic	M399T1026	398.818475177292	1026.31233854778	[612][M]-	[2M-H]- 199.91	28	27	@M360.8626T1026.21|+K|@M399.8221T1026.5|-13C|@M400.8164T1026.34|-34S|-41K|-37Cl												
M399.8221T1026.5	hilic	M400T1027	399.822069560883	1026.50427209882	[612][M+1]-		28	27	@M361.866T1026.84|+K|@M398.8185T1026.31|+13C|@M400.8164T1026.34|-15N												
M400.8164T1026.34	hilic	M401T1026	400.816394712601	1026.34038619673	[612][M+2]-		28	27	@M362.8606T1026.36|+K|@M398.8185T1026.31|+34S|+41K|+37Cl|@M399.8221T1026.5|+15N												
M430.7405T1026.31	hilic	M431T1026	430.740452965824	1026.31233854778		[M-H-CO2]- 475.74	28	27	@M432.7384T1026.66|-34S|-41K|-37Cl|@M474.7304T1026.37|-(CO2)|@M476.7283T1026.48|-(CH2S)												
M432.7384T1026.66	hilic	M433T1027	432.738406421794	1026.65743691096		[M-H-COCH2]- 475.74	28	27	@M430.7405T1026.31|+34S|+41K|+37Cl|@M476.7283T1026.48|-(CO2)												
M435.7905T1024.75	hilic	M436T1025	435.790505005889	1024.75296012995		[M+2Cl]2- 801.641	28	27	@M397.8343T1024.87|+K												
M436.7745T1026.3	hilic	M437T1026	436.774517897692	1026.30230961085	[651][M]-	[2M-2H+K]- 199.91	28	27	@M374.7739T1026.31|+(H2O)+(CO2)|@M437.7779T1026.59|-13C|@M438.7724T1026.31|-34S|-41K|-37Cl|@M440.7701T1026.79|-44Ca|@M474.7304T1026.37|-K												
M437.7779T1026.59	hilic	M438T1027	437.777881883387	1026.59255178102	[651][M+1]-		28	27	@M374.7739T1026.31|+Na+CH3CN|@M436.7745T1026.3|+13C|@M438.7724T1026.31|-15N												
M438.7724T1026.31	hilic	M439T1026	438.77244937314	1026.31233854778	[651][M+2]-		28	27	@M376.7719T1026.39|+(H2O)+(CO2)|@M436.7745T1026.3|+34S|+41K|+37Cl|@M437.7779T1026.59|+15N|@M440.7701T1026.79|-34S|-41K|-37Cl|@M476.7283T1026.48|-K												
M440.7701T1026.79	hilic	M441T1027	440.770073199038	1026.79345227775		[M-H]- 441.767	28	27	@M436.7745T1026.3|+44Ca|@M438.7724T1026.31|+34S|+41K|+37Cl												
M474.7304T1026.37	hilic	M475T1026	474.730442580324	1026.36987155682		[M-H]- 475.74	28	27	@M430.7405T1026.31|+(CO2)|@M436.7745T1026.3|+K|@M476.7283T1026.48|-34S|-41K|-37Cl|@M512.686T1026.33|-K												
M476.7283T1026.48	hilic	M477T1026	476.728348278673	1026.48269635419		[M+Cl]- 441.767	28	27	@M430.7405T1026.31|+(CH2S)|@M432.7384T1026.66|+(CO2)|@M438.7724T1026.31|+K|@M474.7304T1026.37|+34S|+41K|+37Cl|@M514.684T1026.77|-K												
M512.686T1026.33	hilic	M513T1026	512.686037072169	1026.33367565378		[M-2H+K]- 475.74	28	27	@M474.7304T1026.37|+K|@M514.684T1026.77|-34S|-41K|-37Cl												
M514.684T1026.77	hilic	M515T1027	514.683983484054	1026.76556572013		[M+Cl]- 479.713	28	27	@M476.7283T1026.48|+K|@M512.686T1026.33|+34S|+41K|+37Cl												
M236.0778T495.06	hilic	M236T495	236.077826892229	495.057552656983	[319][M]-	[M-H]- 237.083	15	28	@M116.0354T494.85|+(C4H8O4)|@M192.0879T495.53|+(CO2)|@M237.0812T495.06|-13C												
