variableMetadata	chromato	namecustom	mz	rt	isotopes	adduct	pcgroup	BiH_base_POS_QTof_Plasma.txt_.MzDelta_Query.Bank.0.005Da..MzBank.RtQuery.RtDelta_Query.Bank.0.2min...RtBank.name.M.Formule.M.H..M.H...th.Intensite...Tr.Masse.Exp.Delta.ppm.	BiH_Pool_Qtof_Pos_plasma.txt_.MzDelta_Query.Bank.0.005Da..MzBank.RtQuery.RtDelta_Query.Bank.0.2min...RtBank.G.N.compound.composition.Formule.M.H...M.H....Th...TR.Masse.exo.delta.ppm.	BiH_DB_Lipids_POS.MzDelta_Query.Bank.0.005Da..MzBank.m.z..M.H...Formule.Brute..M..Annotation..Lipid.class.and.subclass.RT.min..	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	PCA_xload-p1_LAT	PCA_xload-p2_LAT	OPLSDA_xload-p1_LAT	OPLSDA_xload-o1_LAT	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-ortho_LAT	OPLSDA_coef_LAT	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	PCA_xload-p1_MX2	PCA_xload-p2_MX2	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	supp_mzmin	supp_mzmax	supp_rtmin	supp_rtmax	supp_npeaks	supp_Sample	supp_BLC	supp_fold	supp_tstat	supp_pvalue	supp_pool_CV	supp_poolCV_over_sampleCV
M210.0608T1.19	c18acqui_pos	M210.0608T1.19	210.0608196	1.187269164	[363][M]+	[M+K+NH3]+ 154.07 [M+K]+ 171.093	1				0.459212469	0.08660815	0	-0.157568532	0.467988715	0	0.007486605	0.010695566	-0.053194168	0.005345874	2.982558575	0.265738188	-0.003800608	E	E	E	0.04900338	0.923511651	0	-0.297429491	0.083034475	0	0.017157825	0.001959624	E	E	E	210.0605211	210.061078	1.179573376	1.197516655	50	50	0	48.35385418	-20.62318241	0	0.180419086	0.681194619
M173.0785T1.2	c18acqui_pos	M173.0785T1.2	173.0784541	1.198359392	[263][M]+		1				-0.026376487	0.928322169	0	-0.186274798	0.17055183	0	0.012670012	-0.0167569	0.000139008	0.004276358	0.007794073	0.212573584	0.000305355	E	E	E	-0.072629851	0.898936894	0	-0.13264698	0.442378523	0	0.004290032	-0.000638319	E	E	E	173.0781833	173.0791213	1.188119086	1.2364948	52	50	2	7.36738641	-14.79305926	0.000240119	0.056694659	0.264825727
M113.0208T1.19	c18acqui_pos	M113.0208T1.19	113.0207984	1.194047731			1				0.061256195	0.850314286	0	-0.156679526	0.143968455	0	0.015048965	0.006371638	-0.017202048	-0.003168384	0.964506436	0.157497311	-0.000938827	E	E	E	0.054641887	0.859989667	0	-0.144927648	0.152553265	0	0.009758676	-0.002222341	E	E	E	113.0205984	113.0209966	1.184387431	1.20264335	50	50	0	30.60186723	-48.73189121	0	0.072771151	0.572777784
M219.0976T1.18	c18acqui_pos	M219.0976T1.18	219.0975917	1.179662238	[397][M]+		1				-0.016719711	0.99239832	0	0.362107792	0.468186509	0	-0.01363571	0.024935935	0.004072148	-0.009340307	0.228322393	0.464297606	5.86E-05	E	E	E	0.111598347	0.949719906	0	0.785171872	0.018336115	1	-0.02359749	0.001747403	E	E	E	219.0972535	219.0978769	1.169256302	1.187577699	48	48	0	116.4845363	-16.70515628	0	0.185440903	0.398202016
M153.0658T1.19	c18acqui_pos	M153.0658T1.19	153.0657554	1.193850476	[221][M+3]+		1				0.159779114	0.624462369	0	-0.055227962	0.794832754	0	0.000953583	-0.021064212	-0.020139095	-0.00381852	1.129184487	0.189814916	-0.002006621	E	E	E	0.378491084	0.046013571	1	0.034834944	0.898184247	0	-0.000311771	-0.000128344	E	E	E	153.0655395	153.0660167	1.184387431	1.20264335	48	48	0	38.97163499	-35.03691704	0	0.10090563	0.483592242
M189.087T1.18_1	c18acqui_pos	M189.087T1.18_1	189.0869796	1.178303523	[303][M]+	[M+H-C4H8]+ 244.145	1	0.000220441291#189.0872#0.00830352281513#1.17#N-alpha-Acetyl-L-Glutamine#C7H12N2O4#C7H13N2O4#189.08698#100#1.17#189.0872#1.163	0.000120441291#189.0871#0.11169647718487#1.29#69#890#N acetyl L glutamine#C7H12N2O4#C7H13N2O4#189.08699#100#1.29#189.0871#0.58		0.184663799	0.650255041	0	-0.340686051	0.026051217	1	0.018532891	0.016449676	-0.027410797	-0.000563096	1.536903609	0.027990964	-0.001762553	E	E	E	0.158373439	0.705591835	0	-0.128945075	0.442378523	0	0.004721418	0.015704938	E	E	E	189.0868048	189.0871983	1.174076042	1.188602592	18	18	0	64.21765517	-33.05901335	0	0.144678568	0.655588436
M189.1233T1.18_2	c18acqui_pos	M189.1233T1.18_2	189.1233406	1.175503515	[307][M]+	[M+H+NH3]+ 171.093	1	0.000040552934#189.1233#0.08550351510554#1.09#IG [M+H]+#C8H16N2O3#C8H16N2O3#189.123369#100#1.09#189.1233#-0.365|0.000059447066#189.1234#0.08550351510554#1.09#AV [M+H]+#C8H16N2O3#C8H17N2O3#189.123369#100#1.09#189.1234#0.164|0.000059447066#189.1234#0.08550351510554#1.09#LG [M+H]+#C8H16N2O3#C8H17N2O3#189.123369#100#1.09#189.1234#0.164|0.000059447066#189.1234#0.01550351510554#1.16#GL [M+H]+#C8H16N2O3#C8H17N2O3#189.12336#100#1.16#189.1234#0.212|0.000159447066#189.1235#0.01550351510554#1.16#VA [M+H]+#C8H16N2O3#C8H17N2O3#189.12336#100#1.16#189.1235#0.74	0.000059447066#189.1234#0.10449648489446#1.28#48#728#N6-Acetyl-L-lysine#C8H16N2O3#C8H17N2O3#189.12337#NA#1.28#189.1234#0.16		0.139672055	0.673548382	0	0.049687048	0.725225335	0	-0.011855004	0.006828605	-0.022782187	-0.016836763	1.277380762	0.83693912	-0.001667147	E	E	E	0.176561843	0.469817297	0	0.068564403	0.627151419	0	-0.010514037	0.007754157	E	E	E	189.1230363	189.1238456	1.033340232	1.187316152	39	27	0	60.93625862	-40.1975648	0	0.155160729	0.90404286
M56.0494T1.2	c18acqui_pos	M56.0494T1.2	56.04942707	1.195633962		[M+2H-CO2]2+ 154.07	1				-0.016045614	0.962576968	0	0.036690377	0.748514053	0	-0.00615152	0.01516498	0.004520832	-0.009001647	0.253479765	0.447463134	0.000328815	E	E	E	0.145092294	0.34829873	0	0.137428271	0.098408674	0	-0.018212114	0.021281964	E	E	E	56.04914217	56.04959548	1.184548801	1.203500449	50	50	0	154.088941	-59.98832862	0	0.056954721	0.47420067
M310.1134T1.18	c18acqui_pos	M310.1134T1.18	310.1134315	1.175177768		[2M+Na+2K]3+ 414.71	1		0.000631490537#310.1128#0.18517776752068#0.99#39#801#(-)-N-Acetylneuraminic acid#C11H19NO9#C11H20NO9#310.113264#NA#0.99#310.1128#-1.5		0.491953507	0.08660815	0	-0.018322132	0.944727467	0	-0.000285504	0.008808194	-0.048478418	0.000481353	2.718149877	0.023927607	-0.003792045	E	E	C	0.072537671	0.922591065	0	-0.178028679	0.447365766	0	0.011779363	0.006380087	E	E	E	310.1128598	310.1138521	0.969021174	1.184942862	21	20	0	192.721691	-21.96776442	0	0.11981097	0.360156427
M84.0807T1.18	c18acqui_pos	M84.0807T1.18	84.08070444	1.177148579	[46][M]+		1	0.0001044354218#84.0806#0.02714857885615#1.15#KL [M+H-C7H16N2O3]+#NA#C5H10N#84.080776#26.77#1.15#84.0806#-2.093|0.0001044354218#84.0806#0.04714857885615#1.13#KI [M+H-C7H16N2O3]+#NA#C5H10N#84.080776#14.91#1.13#84.0806#-2.093|0.0000044354218#84.0807#0.18714857885615#0.99#IK [M+H-C7H16N2O3]+#NA#C5H10N#84.080776#25.59#0.99#84.0807#-0.904|0.0000044354218#84.0807#0.10714857885615#1.07#IK [M+H-C7H16N2O3]+#NA#C5H10N#84.080776#24.4#1.07#84.0807#-0.904|0.0000044354218#84.0807#0.00714857885615#1.17#FK [M+H-C10H14N2O3]+ #NA#C5H10N#84.080776#13.98#1.17#84.0807#-0.904|0.0000044354218#84.0807#0.01285142114385#1.19#KF [M+H-C10H14N2O3]+ #NA#C5H10N#84.080776#28.89#1.19#84.0807#-0.904|0.0000044354218#84.0807#0.00285142114385#1.18#YK [M+H-C10H14N2O4]+ #NA#C5H10N#84.080776#8.71#1.18#84.0807#-0.904|0.0000044354218#84.0807#0.03285142114385#1.21#KW [M+H-C12H15N3O3]+ #NA#C5H10N#84.080776#20.59#1.21#84.0807#-0.904|0.0000955645782#84.0808#0.03714857885615#1.14#KM [M+H-C6H14N2O3S]+#NA#C5H10N#84.080776#24.37#1.14#84.0808#0.285|0.0000955645782#84.0808#0.03285142114385#1.21#KW [M+H-C12H15N3O3]+ #NA#C5H10N#84.080776#23.37#1.21#84.0808#0.285|0.0001955645782#84.0809#0.03285142114385#1.21#KY [M+H-C10H14N2O4]+ #NA#C5H10N#84.080776#19.18#1.21#84.0809#1.475	0.0000955645782#84.0808#0.05285142114385#1.23#19#272#Pipecolinic acid  [M+H-H2O2]+#NA#C5H10N#84.0807759#9.26#1.23#84.0808#0.29		-0.025234466	0.870374028	0	-0.667404028	0.000207847	1	0.033599692	-0.002315555	-0.002950249	0.033491671	0.165418349	1.66483844	0.000170051	E	E	E	0.068736796	0.878834992	0	-0.512717436	0.002632486	1	0.025540323	0.009447453	E	E	E	84.08037748	84.08088393	0.911580015	1.196053578	94	50	2	7.086685115	-18.95413541	0	0.070349794	0.228144909
M85.0283T1.19_1	c18acqui_pos	M85.0283T1.19_1	85.02833981	1.186246854		[M+H-CH4]+ 100.055	1				0.048853057	0.81554567	0	0.312420676	0.006604246	1	-0.025927273	-0.003868104	-0.006938705	-0.025524248	0.389048188	1.268785598	-0.000583898	E	E	E	-0.015163243	0.951975197	0	0.20490793	0.038590918	1	-0.023109721	-0.016002424	E	E	E	85.02814469	85.02860308	1.171496927	1.615276131	59	50	0	2.384925133	-8.925019854	0.004467276	0.061105557	0.340692981
M233.9821T1.19	c18acqui_pos	M233.9821T1.19	233.9821204	1.192662502			1				-0.099548962	0.676903576	0	-0.210720637	0.0512176	0	0.020182457	-0.007994887	0.016124577	0.023578267	0.904093388	1.172052751	0.001327122	E	E	E	0.057933522	0.873282639	0	-0.042392127	0.719063645	0	0.002313483	-0.010537583	E	E	E	233.9816906	233.9828019	1.010885333	1.20909826	81	50	0	53.73644842	-41.33202226	0	0.087930119	0.558036545
M105.0557T1.2_2	c18acqui_pos	M105.0557T1.2_2	105.0557295	1.195844934	[115][M+1]+		1				0.131810955	0.356391304	0	0.125274454	0.079050894	0	-0.017606897	0.016348712	-0.033592814	-0.016196695	1.883524831	0.805122004	-0.002580148	E	E	E	0.10902499	0.537898223	0	0.084240074	0.321103157	0	-0.011987468	0.010431087	E	E	E	105.0553723	105.0561172	1.185929869	1.376316572	46	45	0	36.83762478	-62.24004898	0	0.04793377	0.460284904
M335.9777T1.2	c18acqui_pos	M335.9777T1.2	335.9777321	1.19515025	[848][M]+	[M+H-CH2]+ 348.988 [M+H-CH2]+ 348.988	1				0.289958496	0.027548243	1	-0.046420259	0.816526626	0	-0.002800159	0.003072784	-0.057223944	-0.003602589	3.208505221	0.179081197	-0.004454949	C	E	E	0.128006097	0.468953031	0	-0.049250522	0.562133306	0	0.007017293	0.003202224	E	E	E	335.9772512	335.9782634	1.184387431	1.203500449	50	50	0	16.88990761	-41.06439039	0	0.06747159	0.497041673
M86.06T1.2_1	c18acqui_pos	M86.06T1.2_1	86.05999845	1.197792309			1				0.249920917	0.291479274	0	-0.180210386	0.163033935	0	0.015509083	0.011360659	-0.039731233	0.027242699	2.227701538	1.354208118	-0.00302449	E	E	E	0.134539552	0.53380588	0	-0.150117598	0.13071382	0	0.013673547	0.017395863	E	E	E	86.05978264	86.06015508	1.186246854	1.2364948	52	50	2	3.618052604	-7.773920681	0.01072725	0.048705645	0.289403723
M229.1546T1.19	c18acqui_pos	M229.1546T1.19	229.154647	1.185946343	[429][M]+		1	0.000053007525#229.1547#0.02594634269887#1.16#IP [M+H]+#C11H20N2O3#C11H21N2O3#229.15466#100#1.16#229.1547#0.175|0.000153007525#229.1548#0.09594634269887#1.09#PL [M+H]+#C11H20N2O3#C11H21N2O3#229.154669#100#1.09#229.1548#0.572			0.108974492	0.714109592	0	-0.080894062	0.574690383	0	0.00980683	-0.015081697	-0.02346496	0.004697258	1.315663385	0.23349612	-0.001591068	E	E	E	0.169234914	0.467044303	0	-0.220562641	0.050513047	0	0.022599973	0.011595154	E	E	E	229.1543611	229.1549718	1.174215855	1.197516655	44	44	0	6.472468342	-29.63656104	0	0.078301861	0.435643225
M217.1292T1.18_2	c18acqui_pos	M217.1292T1.18_2	217.1291726	1.178835809		[M+H-C2H4]+ 244.145	1		0.000327412785#217.1295#0.06116419103833#1.24#67#1177#N-?-acetyl-L-arginine#C8H16O3N4#C8H17O3N4#217.12952#NA#1.24#217.1295#-0.09		0.39480521	0.807713004	0	-0.712286513	0.196719623	0	0.007816138	-0.005556476	-0.012414269	0.002998112	0.696059121	0.149033216	-0.001135744	E	E	C	0.363000439	0.822090986	0	-0.348411497	0.509676937	0	0.008035415	-0.010759452	E	E	E	217.1284561	217.1293914	1.174266292	1.184942862	6	6	0	12.95254992	-10.02910658	1.44E-13	0.163833562	0.248284101
M175.0237T1.18	c18acqui_pos	M175.0237T1.18	175.023719	1.184891361	[267][M]+		1				0.508602193	0.027548243	1	-0.072985459	0.850222164	0	0.001645006	0.001094282	-0.057234905	-0.001015006	3.209119816	0.050454985	-0.004322246	D	S	E	0.045460073	0.930904648	0	-0.247679661	0.130337948	0	0.016240876	0.006281195	E	E	E	175.0234243	175.0240625	1.174215855	1.196053578	50	50	0	27.58267143	-23.60747467	0	0.17723054	0.679455413
M261.1443T1.18	c18acqui_pos	M261.1443T1.18	261.1443489	1.181854687	[539][M]+		1	0.000051054414#261.1444#0.09185468673534#1.09#LE [M+H]+#C11H20N2O5#C11H21N2O5#261.144498#100#1.09#261.1444#-0.377|0.000451054414#261.1448#0.09185468673534#1.09#IE [M+H]+#C11H20N2O5#C11H21N2O5#261.144498#100#1.09#261.1448#1.155			-0.277408506	0.698593757	0	-0.026911873	0.90753749	0	0.000315978	0.004416101	0.017834208	-0.005244629	0.999951142	0.260705408	0.001496024	E	E	C	-0.290235196	0.664485271	0	0.134097325	0.627151419	0	-0.001867084	-0.001679698	E	E	E	261.1306478	261.1446438	1.03104613	1.195636289	17	15	0	23.51000381	-24.93049884	0	0.099342184	0.358052706
M147.0764T1.2	c18acqui_pos	M147.0764T1.2	147.0764444	1.198067962		[M+H+HCOOH]+ 100.055	1	0.00235561406#147.0788#0.01806796222271#1.18#YK [M+2H-NH3]2+#NA#C15H22N2O4#147.07843#26.9#1.18#147.0788#2.516			0.114020276	0.669837725	0	0.124714292	0.253741746	0	-0.021510552	-0.007768985	-0.01838124	-0.030383266	1.030622876	1.510322674	-0.001577809	E	E	E	0.177230446	0.510365301	0	0.122326579	0.358945142	0	-0.016915489	-0.013855806	E	E	E	147.076224	147.0765593	1.163126706	1.221275179	45	45	0	30.02765683	-37.3155305	0	0.157011043	0.836265544
M361.063T1.18	c18acqui_pos	M361.063T1.18	361.0630298	1.175177768			1				0.417080998	0.435205241	0	-0.503121759	0.046661955	1	0.022895823	0.009647274	-0.036957061	0.012053073	2.072155715	0.599146575	-0.002378587	E	E	E	-0.358565825	0.441249147	0	-0.87469476	0.000116913	1	0.030987738	0.001597061	E	E	E	361.0625055	361.0632211	1.174215855	1.184028813	5	5	0	97.90671074	-15.7459306	0	0.223674852	0.513314065
M140.0535T1.18_3	c18acqui_pos	M140.0535T1.18_3	140.0535091	1.180165799	[189][M+1]+		1				-0.008564557	0.995748155	0	0.148047998	0.505179091	0	-0.005447079	-0.001659535	0.000298816	-0.003043991	0.01675438	0.151313842	6.99E-05	E	E	E	0.086017544	0.898936894	0	-0.137907265	0.547912014	0	0.003983163	-0.011400114	E	E	E	140.0529659	140.054352	1.174215855	1.379939792	29	27	0	16.25080304	-18.00960194	0	0.179896492	0.473740745
M140.0682T1.18_4	c18acqui_pos	M140.0682T1.18_4	140.0682383	1.177568354		[M+Na+NH3]+ 100.055	1				-0.155262694	0.698109051	0	0.209475828	0.17555949	0	-0.010748869	0.028455598	0.021140463	0.016457646	1.185330512	0.818093583	0.001623497	E	E	E	0.007612046	0.995722302	0	0.28775173	0.083034475	0	-0.019456441	0.030304548	E	E	E	140.0680215	140.068468	1.161612783	1.409142985	51	50	0	15.14968754	-27.73833357	0	0.156278699	0.682319793
M134.0349T1.19_1	c18acqui_pos	M134.0349T1.19_1	134.0348513	1.185691177	[174][M+3]+		1				0.114353401	0.866360277	0	-0.14057559	0.640004828	0	0.003994364	0.003661184	-0.013532421	-0.014092179	0.758753075	0.70050852	-0.000776785	E	E	E	-0.03451254	0.988865775	0	-0.227398468	0.53922612	0	0.007382186	0.001092724	E	E	E	134.0270095	134.0351211	1.023147291	1.378837767	24	21	0	26.03267207	-30.42855642	0	0.057086199	0.238049202
M76.0392T1.19_1	c18acqui_pos	M76.0392T1.19_1	76.03915607	1.194979621			1		0.0000439328816#76.0392#0.10502037896853#1.3#22#308#N-Acetylglycine  [M+H-C2H2O]+#NA#C2H6NO2#76.039305#100#1.3#76.0392#-1.38		0.100500121	0.95068034	0	-0.885778224	2.55E-05	1	0.035438388	0.009649818	-0.01640049	0.029275136	0.919563642	1.455238581	-0.000551439	E	E	E	-0.152587164	0.823277035	0	-0.875555729	2.69E-06	1	0.030624355	0.010997414	E	E	E	76.03892647	76.03938363	1.099156961	1.203500449	51	50	0	49.10990621	-20.11724324	0	0.104590288	0.287743285
M74.0235T1.19_1	c18acqui_pos	M74.0235T1.19_1	74.02350097	1.19119523			1				0.020155697	0.99239832	0	-0.247125303	0.031632055	1	0.026770522	0.00928288	-0.004722747	0.029687803	0.26480103	1.47575185	-0.00026403	E	E	E	0.008817941	0.980740181	0	-0.135646658	0.240968151	0	0.01169997	0.015410025	E	E	E	74.02330769	74.02368408	1.181603465	1.200592755	47	47	0	41.00068804	-43.78150582	0	0.125783217	0.788470789
M248.1491T1.19_2	c18acqui_pos	M248.1491T1.19_2	248.149109	1.186354507			1				0.169880695	0.698593757	0	-0.090732839	0.716510516	0	0.002598908	-0.021420832	-0.022524496	-0.01456942	1.262932228	0.724231747	-0.001568661	E	E	E	0.036130419	0.922591065	0	-0.435097104	0.003903892	1	0.024432726	-0.002232879	E	E	E	248.1486083	248.1503556	1.174215855	1.406887502	49	48	0	49.54180067	-25.71889984	0	0.163449676	0.594002232
M247.1389T1.18_2	c18acqui_pos	M247.1389T1.18_2	247.1388783	1.178641052			1				0.025567613	0.985630018	0	-0.301106496	0.006148924	1	0.03087599	-0.004271193	-0.01005479	0.031937023	0.563764796	1.587558424	-0.000327146	E	E	E	-0.005456703	0.981254781	0	-0.484852806	0.000199538	1	0.031552271	0.007801384	E	E	E	247.1379458	247.1394003	1.176728804	1.330894363	7	6	0	39.38068966	-31.66949906	0	0.12115197	0.576125976
M114.0549T1.19_2	c18acqui_pos	M114.0549T1.19_2	114.054882	1.193693915			1				0.253340409	0.246845399	0	-0.082993426	0.624410805	0	0.007230437	0.000628211	-0.046811947	0.001114631	2.624712076	0.05540724	-0.003267874	E	E	E	0.137339646	0.364887827	0	-0.180649015	0.026833587	1	0.020435326	0.010119509	E	E	E	114.054575	114.0553905	0.959609045	1.20264335	51	49	0	3.704734776	-15.64025753	8.80E-05	0.077140715	0.456105431
M158.1176T1.18_2	c18acqui_pos	M158.1176T1.18_2	158.1175603	1.181784337		[M+H-CH3]+ 172.129	1				0.062213871	0.928929237	0	-0.349600273	0.01354803	1	0.023843496	-0.006878078	-0.011528679	0.013862162	0.646404732	0.68907462	-0.000631376	E	E	E	0.139068671	0.782130656	0	-0.473935774	0.009662479	1	0.025411474	0.005296713	E	E	E	158.1165847	158.1177832	1.057268859	1.19119523	51	50	0	17.82254497	-17.01226679	0	0.230274717	0.666965237
M363.1552T1.19_2	c18acqui_pos	M363.1552T1.19_2	363.1551986	1.186246854			1				0.04994122	0.900064635	0	0.507452085	0.032509412	1	-0.032239712	-0.011231485	0.001491404	-0.041177897	0.083621955	2.0469133	-0.000302822	E	E	E	0.310378221	0.51685394	0	0.59351525	0.004850916	1	-0.026568167	0.003842955	E	E	E	363.1547394	363.1554694	1.181784337	1.198994377	11	11	0	37.12691589	-18.87659231	0	0.139492595	0.364638533
M63.0439T1.2	c18acqui_pos	M63.0439T1.2	63.04393918	1.195636289			1				0.089179706	0.82292693	0	-0.200611013	0.121744706	0	0.019090282	0.010190195	-0.017464561	0.016125719	0.979225338	0.801593815	-0.001098869	E	E	E	-0.012520353	0.99124329	0	-0.137533778	0.255858123	0	0.010358442	-0.001379118	E	E	E	63.0437101	63.04416954	1.186246854	1.203500449	47	47	0	12.94932903	-26.28659669	3.77E-08	0.132364329	0.818105294
M154.0839T1.19	c18acqui_pos	M154.0839T1.19	154.0839323	1.190364209		[M+H-H20]+ 171.093	1		0.002167702254#154.0861#0.11963579124306#1.31#10#186#Dopamine#C8H11NO2#C8H12NO2#154.08626#100#1.31#154.0861#-1.04		-0.25305146	0.365993478	0	0.246606791	0.080756067	0	-0.013071969	0.014607576	0.038897377	0.01935481	2.180947842	0.962108799	0.002681643	E	E	E	0.02639786	0.981254781	0	0.381889966	0.001664544	1	-0.02717245	0.021069943	E	E	E	154.0836666	154.0841531	1.181784337	1.200708985	28	28	0	30.60602434	-34.27211617	0	0.123115626	0.600286412
M127.0387T1.2	c18acqui_pos	M127.0387T1.2	127.0387162	1.200347504		[M+H-C2H4]+ 154.07	1				0.17032093	0.763372461	0	0.58628519	0.03251641	1	-0.019797358	0.022410605	-0.006594192	-0.003304196	0.369731606	0.164248366	-0.000871962	E	E	E	0.004628751	0.992888092	0	0.471413156	0.119308321	0	-0.018894624	-0.001017604	E	E	E	127.0366581	127.039355	1.03164269	1.446723358	66	49	0	4.598728621	-14.40285593	4.30E-11	0.117653419	0.340643933
M228.0979T1.18	c18acqui_pos	M228.0979T1.18	228.0978553	1.180094234			1		0.000255324799#228.0976#0.07990576605351#1.26#13#145#Deoxycytidine#C9H13N3O4#C9H14N3O4#228.097887#NA#1.26#228.0976#-1.26		0.106209286	0.739829383	0	-0.097338549	0.487606255	0	0.001261711	-0.029869349	-0.016369713	-0.00641951	0.917837983	0.319107618	-0.001477502	E	E	E	0.192310686	0.434112536	0	-0.050189661	0.677169984	0	0.000459238	-0.00515769	E	E	E	228.0973217	228.0981953	1.174076042	1.18949009	34	34	0	37.44446087	-42.18155377	0	0.141147828	0.84633548
M135.0278T1.18_1	c18acqui_pos	M135.0278T1.18_1	135.0277876	1.18361002			1				0.003427184	0.984290207	0	0.03694164	0.808968618	0	-0.004588475	0.023870034	-0.00438856	-0.005351624	0.246063367	0.266024023	-5.06E-05	E	E	E	-0.223349161	0.865364306	0	0.408050234	0.332617408	0	-0.013011395	0.004684281	E	E	E	135.0262279	135.0281112	1.174215855	1.406660761	29	26	0	17.14514631	-32.37304259	0	0.093584744	0.443623669
M74.0018T1.21	c18acqui_pos	M74.0018T1.21	74.00176723	1.209321192			1				0.741687031	0.676903576	0	0.593502252	0.432526579	0	-0.003303033	0.005289455	-0.012886127	0.022658901	0.722515829	1.126351948	-0.001499021	E	E	C	0.162519501	0.974810417	0	0.849938633	0.312866343	0	-0.01249348	-0.009103128	E	E	E	74.00142988	74.00224032	1.198870917	1.216423812	8	8	0	36.28307946	-15.61242382	0	0.182805651	0.374280051
M147.0446T1.19_2	c18acqui_pos	M147.0446T1.19_2	147.0445639	1.185929869			1				0.313786497	0.08660815	0	0.182917703	0.069748948	0	-0.023335013	-0.011231967	-0.042907797	-0.038842298	2.405809182	1.93081295	-0.003539973	E	E	E	0.161889152	0.250733065	0	0.048577738	0.640059969	0	-0.01024818	-0.003499771	E	E	E	147.0442502	147.0447734	1.184942862	1.200592755	5	5	0	6.385078506	-16.14393948	9.93E-05	0.130681168	0.720926399
M271.1402T1.19_2	c18acqui_pos	M271.1402T1.19_2	271.1402179	1.185318558	[575][M]+		1				-0.049076464	0.896672822	0	-0.733903545	0.008306153	1	0.030126207	0.031286603	-0.003333186	0.027107059	0.186889357	1.347465574	0.00023989	E	E	E	-0.520747813	0.431508589	0	-0.828460215	0.009659262	1	0.024224276	0.009085685	E	E	E	271.1395932	271.1408089	1.174215855	1.197516655	28	28	0	47.44474336	-14.56427363	0	0.23624552	0.466225501
M245.1497T1.19	c18acqui_pos	M245.1497T1.19	245.1497135	1.194750203		[M+H]+ 244.145	1				0.190095638	0.759263653	0	-0.618534224	0.001563696	1	0.027124812	-0.02195112	-0.021383675	0.016965838	1.198967228	0.843355347	-0.001260014	E	E	E	0.166118063	0.640715566	0	-0.64873054	0.000152491	1	0.030573411	0.009360813	E	E	E	245.149445	245.1501857	1.185929869	1.203107604	29	29	0	25.0348381	-24.38406016	0	0.100149927	0.348112267
M166.072T1.18_2	c18acqui_pos	M166.072T1.18_2	166.0720073	1.180165799	[247][M+1]+		1		0.000292706398#166.0723#0.11983420128099#1.3#9#7#7-methylguanine#C6H7N5O#C6H8N5O#166.07234#NA#1.3#166.0723#-0.24|0.000392706398#166.0724#0.00016579871901#1.18#4#121#1-methyl guanine#C6H7N5O#C6H8N5O#166.07234#NA#1.18#166.0724#0.36		0.70896873	0.221962135	0	0.603347348	0.0512176	0	-0.022930606	-0.024877106	-0.029253031	-0.021571125	1.640196301	1.07227968	-0.002774665	E	E	C	0.046749451	0.99124329	0	0.463854104	0.342062301	0	-0.010070153	-0.003053178	E	E	E	166.0718151	166.0723294	1.176076171	1.194590648	7	7	0	12.76262248	-17.1132255	0	0.189836923	0.463693358
M245.0768T1.18_1	c18acqui_pos	M245.0768T1.18_1	245.0768317	1.179751101		[2M+2Na-H]+ 100.055	1		0.000268282144#245.0771#0.12024889912807#1.3#48#1138#beta-Pseudouridine#C9H12N2O6#C9H13N2O6#245.07681#10.91#1.3#245.0771#1.18		0.096843182	0.88714881	0	-0.40360246	0.02151191	1	0.021376236	-0.030492253	-0.011781887	0.011931472	0.660601924	0.593101889	-0.000801444	E	E	E	-0.076944191	0.976286936	0	-0.570807659	0.110655252	0	0.013941971	0.012235804	E	E	E	245.0750624	245.0774161	0.942452186	1.18949009	35	35	0	34.75873817	-22.94875721	0	0.116975289	0.366687786
M152.0318T1.19_1	c18acqui_pos	M152.0318T1.19_1	152.0318461	1.187316152			1				0.021755017	0.979942316	0	-0.126114637	0.496365656	0	0.012170054	-0.01988398	-0.005578684	-0.005558451	0.312792767	0.276305226	-0.000215641	E	E	E	0.02246722	0.951598156	0	-0.36348343	0.017327869	1	0.021070436	-0.006152048	E	E	E	152.0314511	152.0321792	1.180993165	1.200592755	37	37	0	7.701851131	-12.10048028	0.00073631	0.155155489	0.616427179
M324.0141T1.19	c18acqui_pos	M324.0141T1.19	324.0140631	1.192178044	[801][M]+		1				-0.202276338	0.403257321	0	-0.137378073	0.227540057	0	0.01446074	-0.009438131	0.031643422	0.03343249	1.774223809	1.661896598	0.002425971	E	E	E	0.004071372	0.996946338	0	0.127961906	0.312332867	0	-0.011612487	-0.008335091	E	E	E	324.01359	324.0146991	1.181603465	1.20264335	50	50	0	30.86445957	-35.70527465	0	0.090107044	0.492498685
