variableMetadata	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	formula	monoisotopic_mass	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	chebi_id	hmdb_id	pubchem_id	inchikey	inchi	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	mixomics_LAT	mixomics_MX2
M118.0869T54.62_2	c18hyper	M118T55_2	118.086890366058	54.6208955410706	[50][M]+	[M+H-CO]+ 145.082 [M+H-C6H10O5]+ 279.133	33	14	@M119.0902T54.69|-13C|@M120.091T54.67|-18O|-13C2	Isopentyl nitrite;Isoamyl nitrite|L-Valine;Valine|5-Aminopentanoic acid;5-Aminovaleric acid	C5H11NO2	117.079	C07457|C00183|C00431	Amino acid metabolism	Aginine and Proline metabolism|Lysine degradation|Valine, Leucine and Isoleucine biosynthesis|Valine, Leucine and Isoleucine degradation	D-Proline|Others|Valine	CHEBI:2691|CHEBI:16414|CHEBI:15887	HMDB01382|HMDB00883|HMDB03355	CID8053|CID6287|CID138	OWFXIOWLTKNBAP-UHFFFAOYSA-N|KZSNJWFQEVHDMF-BYPYZUCNSA-N|JJMDCOVWQOJGCB-UHFFFAOYSA-N	InChI=1S/C5H11NO2/c1-5(2)3-4-8-6-7/h5H,3-4H2,1-2H3|InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)	0.0246547473350702	0.870285219080058	0	0.141494551379886	0.245895371598381	0	0.0188103592482562	0.948604983050851	0	0.0931849447964836	0.507099373086782	0	0.352999198458929	0.312532674415433	E	E	E	E	E	E	0	0
M138.0556T327.48	c18hyper	M138T327	138.055605746199	327.482226327692	[77][M]+	[M+2Na-H]+ 93.0858	28	15	@M120.0451T327.69|+(H2O)|@M139.059T327.51|-13C	Salicylamide	C7H7NO2	137.04768					CHEBI:32114	HMDB15687	CID5147	SKZKKFZAGNVIMN-UHFFFAOYSA-N	InChI=1S/C7H7NO2/c8-7(10)5-3-1-2-4-6(5)9/h1-4,9H,(H2,8,10)	-0.214125448335416	0.566951078603976	0	0.0722506954286786	0.835490527914192	0	-0.243159585752082	0.603914177346034	0	0.168496678265189	0.472344537905796	0	0.690860923722233	0.608294067441234	E	E	E	E	E	E	0	0
M120.0816T358.05	c18hyper	M120T358	120.081555956543	358.053278760545			107	16	@M162.0922T358.1|-(C2H2O)			NA										0.317105592628419	0.460146024632614	0	0.811936223633735	0.00231328822030764	1	-0.405743524594453	0.821662249307629	0	1.61416533018512	0.140464139929354	0	0.803087935608314	0.311356695079584	E	E	E	E	E	E	0	0
M190.0873T358.21	c18hyper	M190T358	190.087254170249	358.208196084268		[M+H-H20]+ 207.091	107	16	@M162.0922T358.1|+(CO)			NA										0.206038792090714	0.517889264935122	0	0.65329269689715	0.00198941825282104	1	0.280166162551614	0.528346499499916	0	0.704267164849332	0.000411598489906183	1	0.692357040462455	1.23680174431918	E	E	E	E	E	E	0	0
M121.0845T114.03	c18hyper	M121T114	121.084460304734	114.031621725783	[53][M+1]+		6	17	@M120.0811T114.05|+13C|@M167.0898T114.07_6|-(HCOOH)|-(H2O-CO)			NA										0.0269678427927786	0.913285568671776	0	0.0355666542308448	0.841545202316519	0	0.0102446493414128	0.969913444528709	0	0.0175868477307048	0.915114657746739	0	0.726349602644516	0.100011707821152	E	E	E	E	E	E	0	0
M166.0866T114.06_8	c18hyper	M166T114_8	166.086630723806	114.064852814742	[123][M]+	[M+K]+ 127.132 [M+H+NH3]+ 148.054	6	17	@M120.0811T114.05|+(HCOOH)|+(H2O-CO)|@M131.0495T114.05_1|+(H2O)+(NH3)|@M149.06T114.05|+(NH3)|+NH3|@M167.0898T114.07_6|-13C	L-Phenylalanine;Phenylalanine	C9H11NO2	165.07898	C00079	Amino acid metabolism	Phenylalanine metabolism|Phenylalanine, Tyrosine and Tryptophan biosynthesis	Phenylalanine	CHEBI:17295	HMDB00159	CID6140	COLNVLDHVKWLRT-QMMMGPOBSA-N	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1	0.0353470808287746	0.874881249750917	0	0.0310408546298362	0.838887786107364	0	0.0244700273099134	0.921557788745628	0	0.00100463881849677	0.999486620837588	0	0.817992502738119	0.175875136623108	E	E	E	E	E	E	0	0
M121.0725T49.96	c18hyper	M121T50	121.07252955985	49.9639627147923	[54][M]+		1197	18	@M122.0759T50.12|-13C|@M123.0768T50.04|-18O|-13C2			NA										-0.027380044634949	0.85273350385207	0	-0.359228948301602	0.0253551282968059	1	0.0373567434558808	0.900390456581878	0	-0.172372056512788	0.324818212068917	0	0.196583860644022	0.427366442425403	E	E	E	E	E	E	0	0
M123.0558T58.58	c18hyper	M123T59	123.055842007181	58.579722063129	[57][M]+		53	19	@M124.0592T58.58|-13C	Nicotinamide;Niacinamide;Vitamin PP;Vitamin B3	C6H6N2O	122.04801	C00153	Metabolism of cofactors and vitamins	Nicotinate and Nicotinamide metabolism	NAD+	CHEBI:17154	HMDB01406	CID936	DFPAKSUCGFBDDF-UHFFFAOYSA-N	InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)	0.109465852344456	0.757448388333824	0	0.100717725335173	0.678822485303894	0	0.121704044025961	0.724052060739817	0	0.140677617225407	0.447520514866295	0	0.329937741701801	1.27810550632527	E	E	E	E	E	E	0	0
M127.0507T111.44	c18hyper	M127T111	127.050725112518	111.444787522299		[M+Na+NH3]+ 87.033	6	20	@M243.0982T111.48|-(C5H8O3)|@M244.1017T110.58|-(C5H9O3)	Thymine	C5H6N2O2	126.04293	C00178	Nucleotide metabolism	Pyrimidine metabolism	Thymidine	CHEBI:17821	HMDB00262	CID1135	RWQNBRDOKXIBIV-UHFFFAOYSA-N	InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)	0.160660419889634	0.57531549588564	0	0.285484693275915	0.130584584891257	0	0.277998347214766	0.295791340544613	0	0.17686909633202	0.328213458375357	0	0.780209699046503	1.55249358688682	E	E	E	E	E	E	0	0
M129.0189T63.2_1	c18hyper	M129T63_1	129.018874703301	63.1950428439327		[2M+3H]3+ 192.027	26	21	@M147.0294T63.16_1|-(H2O)|@M175.0244T63.07|-(HCOOH)|-(H2O-CO)|@M193.035T63.11|-(H2O)-(HCOOH)			NA										0.265847264044144	0.389120148572417	0	0.0799114562104286	0.585738775645734	0	-0.07459417373612	0.827877994590055	0	-0.0604919885981587	0.778244511063577	0	1.93203759748687	0.334484129155717	E	E	E	E	E	E	0	0
M139.003T63.1	c18hyper	M139T63	139.003049271056	63.097549469716			26	21	@M175.0244T63.07|-2(H2O)			NA										0.318001302638576	0.377691147431934	0	0.123547171911127	0.479741211342162	0	-0.037677230191175	0.930336957963253	0	-0.013169549889815	0.963116996219041	0	1.87964767555595	0.133540286821685	E	E	E	E	E	E	0	0
M147.0294T63.16_1	c18hyper	M147T63_1	147.029441538402	63.1630348654508		[M+H-HCOOH]+ 192.027	26	21	@M129.0189T63.2_1|+(H2O)|@M175.0244T63.07|-(CO)|@M193.035T63.11|-(HCOOH)|-(H2O-CO)			NA										0.216590113226843	0.469432242921405	0	0.0900804152810437	0.582354469857426	0	-0.0997611542199373	0.778136788657995	0	-0.09654939750423	0.633969815269497	0	1.59706404260089	0.560365142800727	E	E	E	E	E	E	0	0
M175.0244T63.07	c18hyper	M175T63	175.024406749524	63.0725530759421	[136][M]+	[M+H-H20]+ 192.027	26	21	@M129.0189T63.2_1|+(HCOOH)|+(H2O-CO)|@M139.003T63.1|+2(H2O)|@M147.0294T63.16_1|+(CO)|@M176.0277T63.25|-13C|@M193.035T63.11|-(H2O)			NA										0.26091827687836	0.372557289087827	0	0.048360302623319	0.706761988268906	0	-0.0511666998853286	0.885734723537736	0	-0.104022194011542	0.562960509073612	0	2.07192945262319	0.230679215674266	E	E	E	E	E	E	0	0
M176.0277T63.25	c18hyper	M176T63	176.027732128274	63.2521634532112	[136][M+1]+		26	21	@M175.0244T63.07|+13C			NA										0.258719247139648	0.423312219094092	0	0.054882164826985	0.737984325727897	0	-0.0372008502969781	0.932428059477524	0	-0.0573002023198317	0.807095181373101	0	1.73789172941551	0.145000711129483	E	E	E	E	E	E	0	0
M194.0384T63.11	c18hyper	M194T63	194.038400282004	63.1094577778671	[174][M+1]+		26	21	@M193.035T63.11|+13C			NA										0.244617777344082	0.432092433171314	0	0.0417753655450106	0.778219064786929	0	-0.0993016754499187	0.785760864550916	0	-0.134542987009116	0.494871131951836	0	1.74063804344952	0.658569599569705	E	E	E	E	E	E	0	0
M215.017T62.99	c18hyper	M215T63	215.016992060666	62.9923561087437	[220][M]+	[M+Na]+ 192.027	26	21	@M193.035T63.11|+Na|@M216.0203T63|-13C|@M217.0211T62.94|-18O|-13C2			NA										0.230799619385927	0.402602965694696	0	-0.0495789740780133	0.8563426755215	0	-0.0333239503337026	0.928419759576687	0	-0.13800291250104	0.367441287289965	0	1.96684810843559	0.206136671772624	E	E	E	E	E	E	0	0
M130.0505T65.44	c18hyper	M130T65	130.050505178278	65.4441797959106	[61][M]+	[M+H]+ 129.043	18	22	@M131.0538T65.41|-13C|@M132.0546T65.32|-18O|-13C2	L-Pyroglutamic acid;L-5-Oxoproline;5-Oxo-L-proline|D-Pyroglutamic acid;5-oxo-D-proline	C5H7NO3	129.0426	C01879|C02237	Metabolism of other amino acids	D-Glutamine and D-glutamate metabolism|Glutathione metabolism	D-Glutamate|L-Cysteine	CHEBI:18183|CHEBI:16924	HMDB00267	CID7405|CID439685	ODHCTXKNWHHXJC-VKHMYHEASA-N|ODHCTXKNWHHXJC-GSVOUGTGSA-N	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1|InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m1/s1	0.0856024218375211	0.757407587386365	0	-0.0179344170731852	0.95473966848314	0	-0.118698249167743	0.671967594938928	0	-0.242538672965093	0.0615378354152909	0	1.0208365903888	0.945668405859206	E	E	E	E	E	E	0	0
M130.0656T229.91	c18hyper	M130T230	130.065563149702	229.913930144606			8	23	@M159.0921T229.87|-(CH3N)|@M189.0744T229.82|-(CH3COO.)|@M221.0924T229.84|-(C2H5NO3)			NA										-0.051613073838876	0.87741427382904	0	0.155682447805006	0.318348340247359	0	-0.0788388925186254	0.742019502634987	0	0.170664379507439	0.205612234332755	0	0.223033401023836	0.648361377154472	E	E	E	E	E	E	0	0
M189.0744T229.82	c18hyper	M189T230	189.074421951636	229.815321473535	[160][M+1]+		8	23	@M130.0656T229.91|+(CH3COO.)|@M188.0711T229.82|+13C|@M206.1008T229.84_3|-(NH3)|-NH3			NA										0.00558433140574266	0.928544238575512	0	0.262541108810005	0.0572235277652405	0	-0.0475413966428313	0.833437918609377	0	0.267744386459658	0.0543835255461012	0	0.179278508321238	0.288448560308938	E	E	E	E	E	E	0	0
M204.0902T229.84_11	c18hyper	M204T230_11	204.090200443802	229.840426159231	[197][M]2+	[M+H+Na]2+ 384.182	8	23	@M205.0977T229.84_4|-13C|@M206.1008T229.84_3|-13C2|@M207.1043T229.83_12|-13C3|@M221.0924T229.84|-(OH.)			NA										-0.00960634481116429	0.971262967085862	0	0.306151948401695	0.0945652726355513	0	-0.055985454118666	0.848801738905756	0	0.334680932047355	0.0631835795594375	0	0.0637762265400688	0.243800088779769	E	E	E	E	E	E	0	0
M205.0977T229.84_4	c18hyper	M205T230_4	205.097700050637	229.840763896443	[201][M]+	[M+H]+ 204.09	8	23	@M132.0813T230.05|+(HCOOH)+(HCN)|+(C2H3NO2)|@M159.0921T229.87|+(HCOOH)|+(H2O-CO)|@M188.0711T229.82|+(NH3)|+NH3|@M204.0902T229.84_11|+13C|@M206.1008T229.84_3|-13C|@M207.1043T229.83_12|-18O|-13C2|@M208.104T230.27_7|-13C3|-13C-18O	Tryptophan|L-Tryptophan	C11H12N2O2	204.0899	C00806|C00078	Amino acid metabolism	Tryptophan metabolism	Tryptophan	CHEBI:27897|CHEBI:16828	HMDB30396|HMDB00929	CID1148|CID6305	QIVBCDIJIAJPQS-UHFFFAOYSA-N|QIVBCDIJIAJPQS-VIFPVBQESA-N	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)|InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1	0.0127265878840888	0.90077860279654	0	0.247494136232085	0.0604354293404446	0	-0.0409249583355731	0.85224089538402	0	0.256173216952305	0.0615720266799195	0	0.181516795231782	0.309842169418461	E	E	E	E	E	E	0	0
M221.0924T229.84	c18hyper	M221T230	221.092382486067	229.835350679528			8	23	@M130.0656T229.91|+(C2H5NO3)|@M159.0921T229.87|+(H2O)+(CO2)|@M204.0902T229.84_11|+(OH.)			NA										-0.00383919327027016	0.965584108027902	0	0.202050005434192	0.126064916433766	0	-0.0501991230320655	0.820549062526638	0	0.215584400813142	0.101165890832094	0	0.0315247340720384	0.444549505065257	E	E	E	E	E	E	0	0
M132.0532T387.55	c18hyper	M132T388	132.053199135004	387.547696383732	[64][M+1]+		510	24	@M131.0499T387.55|+13C			NA										0.172831683615771	0.996665784734035	0	-2.62481472473272	0.328199183736097	0	-1.30573981032753	0.816958161180519	0	-1.29943242421415	0.689872581228319	0	0.158359226724532	0.387118278181007	E	E	B	E	E	B	0	0
M206.0821T387.66	c18hyper	M206T388	206.082129852331	387.661591612689			537	24	@M131.0499T387.55|+(C2H5NO2)	N-Cinnamoylglycine;Cinnamoylglycine|5-Methoxyindoleacetic acid|Indolelactic acid;Indole-3-lactic acid	C11H11NO3	205.0739	C05660|C02043	Amino acid metabolism|Lipid metabolism	Tryptophan metabolism|Fatty acids	Hydroxytryptophan|Tryptamine|Acylglycine	CHEBI:68616|CHEBI:24813	HMDB11621|HMDB04096|HMDB00671	CID709625|CID18986|CID92904	YAADMLWHGMUGQL-VOTSOKGWSA-N|COCNDHOPIHDTHK-UHFFFAOYSA-N|XGILAAMKEQUXLS-UHFFFAOYSA-N	InChI=1S/C11H11NO3/c13-10(12-8-11(14)15)7-6-9-4-2-1-3-5-9/h1-7H,8H2,(H,12,13)(H,14,15)/b7-6+|InChI=1S/C11H11NO3/c1-15-8-2-3-10-9(5-8)7(6-12-10)4-11(13)14/h2-3,5-6,12H,4H2,1H3,(H,13,14)|InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)	1.71293013096564	0.665793562611924	0	-2.24103360272315	0.34818720740802	0	-0.909265543703572	0.889590189475311	0	-2.36082694258196	0.44772856933399	0	1.03562010323108	0.110591989433796	E	E	B	E	E	B	0	0
M132.0451T326.65	c18hyper	M132T327	132.045082198566	326.653186061328		[M+K]+ 93.0858	28	25	@M133.0529T326.65|-13C|@M150.0557T326.9|-(H2O)|@M264.0906T326.07|-(C5H8O4)|@M266.1019T327.41_2|-(C5H10O4)			NA										0.250371917511107	0.441611830740384	0	0.844926794727286	0.000111411322905073	1	-0.0656188909552142	0.821662249307629	0	1.12476872693549	1.683665910687e-05	1	0.475720145855361	0.0378920371114127	E	E	E	E	E	E	0	0
M134.0607T326.57	c18hyper	M134T327	134.060732075025	326.569298924081			28	25	@M266.1019T327.41_2|-(C5H8O4)	5-Hydroxyindole	C8H7NO	133.05276		Amino acid metabolism	Tryptophan metabolism	Indole		HMDB59805	CID16504	LMIQERWZRIFWNZ-UHFFFAOYSA-N	InChI=1S/C8H7NO/c10-7-1-2-8-6(5-7)3-4-9-8/h1-5,9-10H	0.567446461826353	0.469432242921405	0	1.61649302943279	0.00114269918768361	1	0.254757236102776	0.853400718797072	0	1.79227171601187	0.000449152193622382	1	0.518191296244932	0.631420370990821	E	E	E	E	E	E	0	0
M150.0557T326.9	c18hyper	M150T327	150.055688534834	326.895003862076			1040	25	@M132.0451T326.65|+(H2O)|@M133.0529T326.65|+(OH.)|@M266.1019T327.41_2|-(C5H8O3)			NA										0.205137843124913	0.525717455169158	0	0.767972044846964	0.000861522034333828	1	-0.12700436626028	0.752793130986347	0	1.0620057892403	0.000110007879731041	1	0.357026013823649	0.158171581675754	E	E	E	E	E	E	0	0
M248.0913T326.23	c18hyper	M248T326	248.091282643998	326.225685491784	[295][M+1]+		1067	25	@M247.0878T326.51|+13C			NA										0.676154196832808	0.400852813556183	0	1.66217413522827	0.000644396345831427	1	-0.413240496194227	0.821662249307629	0	2.95426634992127	0.0123151626792721	1	0.832960725576795	0.154909723733195	E	E	E	E	E	E	0	0
M249.1035T326.23	c18hyper	M249T326	249.103458806273	326.225685491784	[295][M+2]+		1068	25	@M247.0878T326.51|+(H2)|@M266.1019T327.41_2|-(OH.)			NA										1.16411977145495	0.40967201997767	0	4.00349630294692	3.43074874529409e-05	1	-0.218612932580564	0.890895327214592	0	5.36936704683938	0.000319807929124053	1	0.478572556701939	0.035698295351717	E	E	B	E	E	E	0	0
M264.0906T326.07	c18hyper	M264T326	264.090586231237	326.070126149287			1073	25	@M132.0451T326.65|+(C5H8O4)|@M247.0878T326.51|+(OH.)|@M265.0984T326.69|-13C|@M266.1019T327.41_2|-13C2|-(H2)			NA										1.53060834653569	0.402602965694696	0	3.59054484987653	0.00111268898937915	1	-0.401778923852744	0.849341251256446	0	5.67984932164958	0.000461136979027132	1	0.670169570418154	0.145835872314251	E	E	B	E	E	E	0	0
M265.0984T326.69	c18hyper	M265T327	265.09836663251	326.692014920804	[344][M]+		1074	25	@M133.0529T326.65|+(C5H8O4)|@M247.0878T326.51|+(H2O)|@M264.0906T326.07|+13C|@M266.1019T327.41_2|-13C			NA										0.598638423150643	0.389515301458144	0	2.14092822651034	9.60764955860618e-06	1	0.134551868503419	0.978610603916234	0	2.60564998491832	1.35354108385305e-05	1	0.397115814321902	0.321445726231643	E	E	E	E	E	E	0	0
M132.0452T262.73	c18hyper	M132T263	132.045195612204	262.725496910932		[M+H-H20]+ 149.05	4373	26	@M150.056T261.97|-(H2O)			NA										-1.14380505888983	0.617813421440429	0	-0.716588255822737	0.637619651288602	0	-1.00835364785436	0.743944999622471	0	1.25761205954108	0.465086490293618	0	0.869912118933543	0.271380227234577	E	E	E	E	E	E	0	0
M133.0978T41.97	c18hyper	M133T42	133.097765701688	41.9738967950525	[72][M]+	[M+H]+ 132.094	49	27	@M155.0797T43.82|-Na|@M177.0617T43.82_2|-2Na	Ornithine;L-Ornithine	C5H12N2O2	132.08988	C00077	Amino acid metabolism|Metabolism of other amino acids	Aginine and Proline metabolism|Aginine biosynthesis|Glutathione metabolism	L-Proline|Urea cylcle|Spermidine	CHEBI:15729	HMDB00214	CID6262	AHLPHDHHMVZTML-BYPYZUCNSA-N	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1	-0.0606855623621527	0.836695964406362	0	-0.024146549662543	0.903883534247765	0	0.184359186609036	0.591140329647296	0	0.0466837043744093	0.845292841816021	0	0.00354995410373206	1.64633066966368	E	E	E	E	E	E	0	0
M245.0494T43.38	c18hyper	M245T43	245.049359650845	43.3770925274995			49	27	@M177.0617T43.82_2|+(HCOONa)|@M381.0248T43.37|-2(HCOONa)			NA										-0.105910764325612	0.731718262619332	0	-0.0105408156010576	0.940067926451954	0	0.156560943798102	0.653623208458861	0	0.0777514580115266	0.716513828379384	0	0.283021961646446	1.4153345745478	E	E	E	E	E	E	0	0
M381.0248T43.37	c18hyper	M381T43	381.024785553686	43.3701285827015			49	27	@M245.0494T43.38|+2(HCOONa)|@M517.0001T43.36|-2(HCOONa)			NA										-0.09355781701111	0.775254953358167	0	-0.00914304440139979	0.949493495825229	0	0.188494643011312	0.621456391673864	0	0.0803241470708613	0.729329315621417	0	0.267995286657546	1.5069975140807	E	E	E	E	E	E	0	0
M517.0001T43.36	c18hyper	M517T43	517.000115508016	43.3621358183135		[M+H-CO]+ 543.987 [M+H-CO]+ 543.987	49	27	@M381.0248T43.37|+2(HCOONa)|@M652.9751T43.3|-2(HCOONa)			NA										-0.132537078093129	0.649437998904983	0	-0.103795167250341	0.593945815235264	0	0.0929349957116621	0.767059474124111	0	0.0313817978738467	0.890443110201465	0	0.40109462137648	1.08632975980404	E	E	E	E	E	E	0	0
M652.9751T43.3	c18hyper	M653T43	652.9750874713	43.2988609873782		[M+Na]+ 629.986 [M+Na]+ 629.986	49	27	@M517.0001T43.36|+2(HCOONa)			NA										-0.0863870190701626	0.791759946047914	0	0.012958625545922	0.978092880016148	0	0.129435779039836	0.716404989121781	0	0.0983494217385328	0.633887831856149	0	0.21283340691434	1.32023031287115	E	E	E	E	E	E	0	0
M182.0818T67.33_2	c18hyper	M182T67_2	182.081831223757	67.3319007604774	[147][M]+	[M+H]+ 181.076	18	28	@M136.0761T67.27|+(HCOOH)|+(H2O-CO)|@M147.0444T67.03|+(H2O)+(NH3)|@M165.0551T67.27|+(NH3)|+NH3|@M183.085T67.32_2|-13C|@M184.0858T67.32_2|-18O|-13C2|@M364.1596T67.24|-(C6H14O6)	L-Tyrosine;Tyrosine|3-Amino-3-(4-hydroxyphenyl)propanoic;β-Tyrosine|DL-3-Phenylserine;β-Hydroxy-phenylalanine	C9H11NO3	181.0739	C00082|C04368	Amino acid metabolism	Phenylalanine metabolism|Phenylalanine, Tyrosine and Tryptophan biosynthesis|Tyrosine metabolism	Phenylalanine|Others|Tyrosine	CHEBI:17895|CHEBI:16939	HMDB00158|HMDB03831|HMDB02184	CID6057|CID440311|CID94134	OUYCCCASQSFEME-QMMMGPOBSA-N|JYPHNHPXFNEZBR-UHFFFAOYSA-N|VHVGNTVUSQUXPS-UHFFFAOYSA-N	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1|InChI=1S/C9H11NO3/c10-8(5-9(12)13)6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)|InChI=1S/C9H11NO3/c10-7(9(12)13)8(11)6-4-2-1-3-5-6/h1-5,7-8,11H,10H2,(H,12,13)	0.0963299153811157	0.72179374994813	0	0.193415426543478	0.294262103588024	0	0.0944247390558353	0.806264437034338	0	0.24221426210574	0.18778703350285	0	0.936977947792689	0.521245307405454	E	E	E	E	E	E	0	0
M363.1561T67.27	c18hyper	M363T67	363.156074459204	67.2679806310546	[571][M]+	[2M+H]+ 181.076	18	28	@M364.1596T67.24|-13C			NA										0.114942184298734	0.773313941090818	0	0.363273045215347	0.208931927931763	0	0.135634954255643	0.82418287584751	0	0.497481711673974	0.0695076287453301	0	0.612571355419894	0.399126092668104	E	E	E	E	E	E	0	0
M138.907T47.83	c18hyper	M139T48	138.907044010411	47.8342479132309			1212	29	@M140.9041T47.75_1|-34S|-41K|-37Cl|@M142.9011T47.86|-44Ca|@M179.9337T47.61|-(CH3CN)|-(C2H3N)|@M196.8659T48.1|-(NaCl)			NA										0.0377793728598022	0.913285568671776	0	-0.11803746950212	0.484123997221477	0	-0.0118532730423375	0.983827544363901	0	-0.151055351211635	0.234893902209722	0	0.603923455922091	0.20586469172096	E	E	E	E	E	E	0	0
M140.9041T47.75_1	c18hyper	M141T48_1	140.904053311784	47.7461376522001			1214	29	@M138.907T47.83|+34S|+41K|+37Cl|@M142.9011T47.86|-34S|-41K|-37Cl|@M181.9307T47.62|-(CH3CN)|-(C2H3N)|@M198.863T48.1|-(NaCl)			NA										0.057226836582938	0.851160341292609	0	-0.107298313282957	0.544792935080266	0	-0.00735346192487185	0.994646878802434	0	-0.146804988294939	0.258251379349109	0	0.70517880085363	0.194134795442225	E	E	E	E	E	E	0	0
M142.9011T47.86	c18hyper	M143T48	142.901146501706	47.860629835072			1218	29	@M138.907T47.83|+44Ca|@M140.9041T47.75_1|+34S|+41K|+37Cl|@M200.8601T48.11|-(NaCl)			NA										0.0576463935339859	0.862195991698634	0	-0.114601061413484	0.543232011815942	0	0.0109904928999853	0.942556904573664	0	-0.178469305776641	0.153265153936563	0	0.670938349431861	0.073882275823894	E	E	E	E	E	E	0	0
M150.933T46.59	c18hyper	M151T47	150.93295817185	46.5913841946814			49	29	@M148.9359T46.63|+34S|+41K|+37Cl|@M208.8918T47.05|-(NaCl)			NA										0.00608671068157562	0.971287136509511	0	-0.182901029357616	0.116793910222122	0	-0.0463149884116625	0.808027224066845	0	-0.150258174513112	0.079680720417636	0	0.492246695228566	0.752772645640375	E	E	E	E	E	E	0	0
M179.9337T47.61	c18hyper	M180T48	179.933684667082	47.6083196984464			1257	29	@M138.907T47.83|+(CH3CN)|+(C2H3N)|@M181.9307T47.62|-34S|-41K|-37Cl			NA										0.0425641406118373	0.901196554277151	0	-0.140779308214693	0.376275764753217	0	-0.00414504943062965	0.997308845841273	0	-0.135958703359599	0.318964017638794	0	0.49039935450341	0.278711108658934	E	E	E	E	E	E	0	0
M181.9307T47.62	c18hyper	M182T48	181.930695671299	47.616659239108			1260	29	@M140.9041T47.75_1|+(CH3CN)|+(C2H3N)|@M179.9337T47.61|+34S|+41K|+37Cl			NA										0.0492682004695624	0.878403207578098	0	-0.124232561650992	0.452161402054819	0	-0.0090820496516919	0.990003488444489	0	-0.130183333899367	0.359439501293469	0	0.524996222162488	0.319857349872261	E	E	E	E	E	E	0	0
M196.8659T48.1	c18hyper	M197T48	196.865924430035	48.0994235395445			1275	29	@M138.907T47.83|+(NaCl)|@M198.863T48.1|-34S|-41K|-37Cl|@M200.8601T48.11|-44Ca|@M254.8247T48.34|-(NaCl)|@M264.8535T46.92|-(HCOONa)			NA										0.00765513144117591	0.990954559756748	0	-0.0679732392594374	0.67915825271715	0	-0.0299969710096448	0.907508310342046	0	-0.0811761073275186	0.505450001953972	0	0.241063888155774	0.479625345802786	E	E	E	E	E	E	0	0
M198.863T48.1	c18hyper	M199T48	198.86299585742	48.0994235395445			1278	29	@M140.9041T47.75_1|+(NaCl)|@M196.8659T48.1|+34S|+41K|+37Cl|@M200.8601T48.11|-34S|-41K|-37Cl|@M256.8217T48.32|-(NaCl)|@M266.8507T46.88|-(HCOONa)			NA										0.038156020955757	0.897414727996599	0	-0.0757436249306416	0.653369936919543	0	-0.0123606827213614	0.968252931604221	0	-0.0891635551898098	0.456075891843524	0	0.511746577911449	0.289568629841628	E	E	E	E	E	E	0	0
