variableMetadata	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	mixomics_LAT	mixomics_MX2
M485.0354T0.8	c18acqui	M485T47	485.035416956192	47.1281506047621	[288][M]-		18	38	@M349.0606T0.8|+2(HCOONa)|@M417.048T0.8|+(HCOONa)|@M553.0227T0.8|-(HCOONa)|@M621.0103T0.8|-2(HCOONa)	Unknown		4		-0.224420142987261	0.498909629158868	0	0.439341641719142	0.000373512551654421	1	-0.0118437282546644	0.930611334937965	0	0.573335585710234	1.42924564198381e-05	1	1.16343064457531	0.135964287100622	E	E	E	E	E	E	0	0
M553.0227T0.8	c18acqui	M553T47	553.022728466703	47.2036274899055	[350][M]-		18	38	@M417.048T0.8|+2(HCOONa)|@M485.0354T0.8|+(HCOONa)|@M621.0103T0.8|-(HCOONa)|@M688.9976T0.8|-2(HCOONa)	Unknown		4		-0.111261905528139	0.829562460374315	0	0.425097017231206	0.000369431298611841	1	0.044472984923674	0.955616617470517	0	0.572131811849143	2.34736857033891e-05	1	0.49491481666589	0.0933545735815523	E	E	E	E	E	E	0	0
M621.0103T0.8	c18acqui	M621T47	621.010287178245	47.1881026410738	[421][M]-		18	38	@M485.0354T0.8|+2(HCOONa)|@M553.0227T0.8|+(HCOONa)|@M688.9976T0.8|-(HCOONa)|@M756.9852T0.8|-2(HCOONa)	Unknown		4		-0.20072472852484	0.512679388157418	0	0.490961569611443	5.09096108113165e-05	1	-0.0346077408560621	0.885283741728415	0	0.594356821567015	1.42924564198381e-05	1	0.967319687930377	0.340913001264017	E	E	E	E	E	E	0	0
M688.9976T0.8	c18acqui	M689T47	688.997568668853	47.1656715207964	[476][M]-	[M+Cl]- 654.02	18	38	@M553.0227T0.8|+2(HCOONa)|@M621.0103T0.8|+(HCOONa)|@M690.0007T0.8|-13C|@M756.9852T0.8|-(HCOONa)|@M824.9726T0.8|-2(HCOONa)	Unknown		4		-0.179900691865413	0.552015004652139	0	0.440120725233593	0.000167501907526205	1	-0.00219193318380206	0.949938360835653	0	0.629739625373912	2.10440141929449e-06	1	0.864003691743146	0.0656099784624572	E	E	E	E	E	E	0	0
M690.0007T0.8	c18acqui	M690T47	690.000737654441	47.2585334914418	[476][M+1]-		18	38	@M688.9976T0.8|+13C	Unknown		4		-0.203731027130795	0.557216260922575	0	0.49662512519485	0.000217720112834341	1	0.0178563924313284	0.989719802782618	0	0.605156005335335	9.84395985551127e-06	1	0.836889677139836	0.108069626487241	E	E	E	E	E	E	0	0
M756.9852T0.8	c18acqui	M757T47	756.985187048206	47.134985661814	[510][M]-	[M+Cl+NaCOOH]- 654.02	18	38	@M621.0103T0.8|+2(HCOONa)|@M688.9976T0.8|+(HCOONa)|@M824.9726T0.8|-(HCOONa)|@M892.9605T0.8|-2(HCOONa)	Unknown		4		-0.171329894565073	0.632796033847321	0	0.497971660336328	7.72804224329834e-05	1	-0.0324224876547206	0.891043999575817	0	0.57656650094172	2.15354289192163e-05	1	0.680778777278345	0.314299648564819	E	E	E	E	E	E	0	0
M824.9726T0.8	c18acqui	M825T47	824.97257563131	47.184186502803	[548][M]-		18	38	@M688.9976T0.8|+2(HCOONa)|@M756.9852T0.8|+(HCOONa)|@M825.9759T0.8|-13C|@M892.9605T0.8|-(HCOONa)|@M960.9476T0.8|-2(HCOONa)	Unknown		4		-0.117719957542178	0.776729554357715	0	0.468162831483635	2.08807413008898e-05	1	-0.0440597473456208	0.848351977597222	0	0.617431209501168	1.95356428065247e-06	1	0.550753246391959	0.549883714231921	E	E	E	E	E	E	0	0
M825.9759T0.8	c18acqui	M826T47	825.975931579004	47.2568487851554	[548][M+1]-		18	38	@M824.9726T0.8|+13C	Unknown		4		-0.187018280089051	0.578341805615655	0	0.496121280684255	0.000106816467812728	1	-0.0341030073930089	0.894982083399533	0	0.591717454930659	5.41928261906582e-05	1	0.728182069498679	0.208522792764369	E	E	E	E	E	E	0	0
M892.9605T0.8	c18acqui	M893T47	892.960465768313	47.184186502803	[598][M]-	[M-H]- 893.968	18	38	@M756.9852T0.8|+2(HCOONa)|@M824.9726T0.8|+(HCOONa)|@M960.9476T0.8|-(HCOONa)	Unknown		4		-0.152112994574992	0.701429713406352	0	0.460195587767586	0.000237932914880437	1	-0.025124999483717	0.895632091960567	0	0.598943529996568	1.42924564198381e-05	1	0.617995408078541	0.258756411689283	E	E	E	E	E	E	0	0
M960.9476T0.8	c18acqui	M961T47	960.947555850388	47.2290859709867	[631][M]-	[M-H+NaCOOH]- 893.968	18	38	@M824.9726T0.8|+2(HCOONa)|@M892.9605T0.8|+(HCOONa)	Unknown		4		-0.184987102923177	0.641335313202229	0	0.481475921457829	0.00045077032308458	1	-0.0407111910190974	0.891043999575817	0	0.608831078653461	0.000100918802781391	1	0.87570628304412	0.384728805456859	E	E	E	E	E	E	0	0
M215.0328T0.9	c18acqui	M215T53	215.032786079221	53.4082162372063	[93][M]-	[M+Cl]- 180.063	33	39	@M216.0362T0.9|-13C|@M217.0299T0.9|-34S|-41K|-37Cl|@M272.9914T0.9|-(NaCl)	Unknown		4		-0.0336171610309997	0.955333775599802	0	0.0758696645828643	0.533159713600097	0	-0.00630162749531848	0.968772102905521	0	0.193071805640358	0.0309231282667296	1	0.152650824001041	0.121895260661516	E	E	E	E	E	E	0	0
M274.9885T0.9	c18acqui	M275T53	274.988541825572	53.4373616932063	[131][M+2]-		33	39	@M217.0299T0.9|+(NaCl)|@M272.9914T0.9|+34S|+41K|+37Cl|@M332.9471T0.9_2|-(NaCl)			NA		-0.0877551687830351	0.849949062446631	0	0.0216426088461787	0.948134447598598	0	-0.0478842476574908	0.893200580889145	0	0.22805965609318	0.0754007705811835	0	0.617269246431904	0.421844040198734	E	E	E	E	E	E	0	0
M330.95T0.9_2	c18acqui	M331T53_2	330.949991309802	53.3899271588285	[206][M]-	[M-H]- 331.953	33	39	@M332.9471T0.9_2|-34S|-41K|-37Cl|@M334.9442T0.9|-44Ca			NA		-0.0307028782049468	0.955333775599802	0	-0.0419422967265426	0.773391948422422	0	-0.0213492080244606	0.930983111769522	0	0.19186217020764	0.0532772829260858	0	0.29992480724402	0.398753188999643	E	E	E	E	E	E	0	0
M332.9471T0.9_2	c18acqui	M333T53_2	332.94714749308	53.4373616932063	[206][M+2]-		33	39	@M274.9885T0.9|+(NaCl)|@M330.95T0.9_2|+34S|+41K|+37Cl|@M334.9442T0.9|-34S|-41K|-37Cl	Unknown		4		-0.0357823283733012	0.955333775599802	0	-0.0327547005573212	0.840685811469655	0	-0.0172271745478003	0.949938360835653	0	0.248077879426285	0.0224506055335358	1	0.298128602503154	0.261035738574707	E	E	E	E	E	E	0	0
M334.9442T0.9	c18acqui	M335T53	334.944179124568	53.3555096482214	[206][M+4]-		33	39	@M330.95T0.9_2|+44Ca|@M332.9471T0.9_2|+34S|+41K|+37Cl			NA		-0.0256988573442687	0.965513380535674	0	-0.0519057348345768	0.731474503599673	0	-0.0305049009843135	0.914197099343877	0	0.18478651242099	0.104735722680585	0	0.32288045672612	0.537909380320452	E	E	E	E	E	E	0	0
M227.2017T17.7	c18acqui	M227T1061	227.201667633925	1061.04273563064	[97][M]-		28	40	@M228.2051T17.7|-13C	Myristic acid	CHEBI:28875	1	a,b,c'	0.0506648834107377	0.955333775599802	0	0.0484462172664575	0.840685811469655	0	-0.160610577021208	0.780058157881769	0	-0.379893472985385	0.0355008299495918	1	0.401325907276526	0.871050821821635	E	E	E	E	E	E	0	0
M284.2465T17.8	c18acqui	M284T1066	284.246540493806	1065.86506979002	[137][M+1]-		14	41	@M283.2432T17.8|+13C|@M328.2363T17.8|-(CO2)			NA		-0.24917658987637	0.602958431824188	0	0.226325454487686	0.284696978740283	0	-0.0874621549615995	0.867630780542029	0	0.359450931798257	0.054342104439251	0	1.34522618669712	1.08266243934126	E	E	E	E	E	E	0	0
M327.233T17.8	c18acqui	M327T1066	327.232994513426	1065.97185218865	[203][M]-	[M-H]- 328.24	14	41	@M229.1962T17.8|+(C5H6O2)|@M283.2432T17.8|+(CO2)|@M328.2363T17.8|-13C|@M329.2395T17.8|-18O|-13C2	Unknown		4		-0.283066240512262	0.66849840505984	0	0.357484099816066	0.149596948118069	0	-0.117149429977747	0.862864456443553	0	0.4837225038493	0.0358823782744428	1	1.26554678995318	1.1943428103067	E	E	E	E	E	E	0	0
M241.1809T15	c18acqui	M241T899	241.180928341241	899.1674160492	[108][M]-	[M-H-CH2]- 256.195	1946	42	@M242.1842T15|-13C			NA		0.274813403896122	0.823984163983343	0	0.656700741787278	0.124939183675847	0	-0.321680535100697	0.862864456443553	0	-0.154283546702105	0.832532469870898	0	0.611323065897196	0.705635359130632	E	E	E	E	E	E	0	0
M242.0799T0.9	c18acqui	M242T53	242.079922220402	53.2176737068487	[109][M]-	[M-H-CH2]- 257.103	33	43	@M243.0833T0.9|-13C			NA		-0.364678513336123	0.450237053523024	0	-0.161479392396879	0.411912245293551	0	-0.0953736823085602	0.875308608048379	0	-0.0772042803282496	0.727263929373055	0	1.98401331625924	1.09017546157354	E	E	E	E	E	E	0	0
M253.2174T17.9	c18acqui	M253T1075	253.217368822553	1074.66356427814	[118][M]-	[M-H]- 254.225	534	44	@M254.2208T17.9|-13C|@M255.2238T17.9|-18O|-13C2|@M321.2048T17.9|-(HCOONa)	Unknown		4		0.16004316139599	0.955291610073203	0	-0.784560811090927	0.0205490724602658	1	-0.428027028761168	0.671610082227088	0	-1.30456322260751	0.000193445072536198	1	0.305826339074659	1.39317661344565	E	E	E	E	E	E	0	0
M255.233T18.9	c18acqui	M255T1132	255.232972378168	1132.20760785175	[120][M]-		404	45	@M256.2364T18.9|-13C	Palmitic acid	CHEBI:15756	2	a,b	-0.016773985802697	0.990965365456102	0	0.085829681245631	0.602943543140895	0	-0.118696645957947	0.671610082227088	0	-0.0134173572864817	0.951202307096961	0	0.0695178090415081	1.56879456660732	E	E	E	E	E	E	0	0
M319.2279T15.9	c18acqui	M319T952	319.227875154107	951.587307573708	[190][M]-	[M-H]- 320.236	41	46	@M257.2275T15.9_2|+(H2O)+(CO2)|@M301.2173T15.9|+(H2O)|@M302.2207T15.9|+(OH.)|@M320.2313T15.9|-13C|@M321.2342T15.9|-18O|-13C2|@M387.2152T15.9|-(HCOONa)	8(S)-Hydroxy-(5Z,9E,11Z,14Z)-eicosatetraenoic acid	CHEBI:34486	2	a,b	0.54354695445738	0.759163163338333	0	0.0509373410854863	0.920810802909604	0	0.772324666388798	0.424214738064623	0	-0.222200054569221	0.587535545999895	0	1.2554048288421	1.90044114828296	E	E	E	E	E	E	0	0
M388.2186T15.9	c18acqui	M388T952	388.218568395672	951.587307573708	[241][M+1]-		41	46	@M320.2313T15.9|+(HCOONa)|@M387.2152T15.9|+13C			NA		0.311084920591256	0.813695512331418	0	0.220197915343897	0.630966417838697	0	0.527149233347657	0.510025623946514	0	-0.00933350142169864	0.953385351704889	0	0.948803306349783	1.576496783976	E	E	E	E	E	E	0	0
M431.2414T15.9	c18acqui	M431T952	431.241366261677	951.61848733758			41	46	@M387.2152T15.9|+(C2H4O)			NA		0.181920673826525	0.927390516586085	0	0.0134891352436224	0.973800168421916	0	0.471070251081315	0.49654120308475	0	-0.154404196838486	0.612704441358261	0	0.6847412630129	1.57419421071765	E	E	E	E	E	E	0	0
M303.233T18	c18acqui	M303T1079	303.232950344209	1079.05208243587		[M-H]- 304.239	534	47	@M259.2432T18|+(CO2)|@M304.2364T18|-13C|@M305.2395T18|-18O|-13C2	Unknown		4		-0.449547033899599	0.512679388157418	0	0.400777608896245	0.161698324725349	0	-0.188660899698014	0.729715757006509	0	0.486316885195677	0.0195859267719704	1	1.5988538238993	1.34165167355739	E	E	E	E	E	E	0	0
M273.9602T0.7	c18acqui	M274T43	273.960203830566	43.1353120914718			90	48	@M274.9571T0.7|-15N			NA		0.244541813261229	0.450237053523024	0	0.0721800441593636	0.566335876979939	0	-0.0836958213062911	0.864270436422271	0	-0.0144198848562773	0.960879457132584	0	2.33123440183159	0.601300527021905	E	E	E	E	E	E	0	0
M279.233T18.2	c18acqui	M279T1090	279.232977316424	1090.36183559342	[135][M]-		622	49	@M280.2364T18.2|-13C|@M281.2393T18.2|-18O|-13C2			NA		-0.137091402304915	0.877701485389702	0	0.199422835162487	0.440716303722358	0	-0.362718785802546	0.411553043302873	0	0.182337250702624	0.302052595170978	0	0.440254222658403	2.27715632829943	E	E	E	E	E	E	0	0
M281.2487T19	c18acqui	M281T1141	281.248653873874	1141.4892748864	[136][M]-		93	50	@M282.2521T19|-13C	Elaidic acid	CHEBI:27997	2	a,b	0.0199714412254899	0.955333775599802	0	-0.02016680150318	0.853873253776819	0	0.0279897986968365	0.90661108334761	0	0.00321858325466096	0.983395936696591	0	0.271626855463852	0.0818474776091905	E	E	E	E	E	E	0	0
M283.2643T20.2	c18acqui	M283T1214	283.26426046975	1213.52887906467	[139][M]-	[M+Cl]- 248.295 [M-H]- 284.272	114	51	@M284.2676T20.2|-13C	Unknown		4		-0.109662384260124	0.913947279969997	0	0.459230850284293	0.00580898007944906	1	-0.0342092138102181	0.930611334937965	0	0.398127410705548	0.0191275222169586	1	0.321888983560016	0.0974906089115416	E	E	E	E	E	E	0	0
M288.9365T0.7	c18acqui	M289T43	288.936483344888	43.0935687372298	[140][M]-		90	52	@M289.9383T0.7|-13C|-15N|@M290.9347T0.7|-34S|-41K|-37Cl			NA		0.210252454091878	0.632796033847321	0	-0.120193649753523	0.599796911965011	0	-0.0683804688671596	0.906482780342701	0	-0.216010216850849	0.222416928389739	0	1.65131250471795	0.299578889688968	E	E	E	E	E	E	0	0
M292.0723T0.9	c18acqui	M292T53	292.072283515974	53.2396528436159	[141][M]-	[M+Cl]- 257.103	33	53	@M294.0694T0.9|-34S|-41K|-37Cl			NA		-0.485668890256351	0.416652068697596	0	-0.103238775958621	0.642538516661329	0	-0.17146543745506	0.764895539561146	0	0.0605695855900983	0.766848631654897	0	2.08337349410419	1.41425911484724	E	E	E	E	E	E	0	0
M295.2279T15.4	c18acqui	M295T925	295.227863049428	925.031275981044	[144][M]-		1259	54	@M296.2313T15.4|-13C|@M297.234T15.4|-18O|-13C2|@M363.2154T15.4|-(HCOONa)			NA		0.206963485578274	0.930535014622941	0	-0.192733969275707	0.771465082055547	0	-0.253961374971697	0.864270436422271	0	-0.567959840613678	0.18752931688281	0	0.692111004536949	0.589804207594796	E	E	E	E	E	E	0	0
M297.2435T15.7	c18acqui	M297T942	297.243544273284	941.850848167278	[154][M]-		1800	55	@M298.2469T15.7|-13C|@M365.231T15.7|-(HCOONa)			NA		0.00781363253162226	0.995685619482662	0	0.1167198443377	0.82783667892993	0	-0.709144783195811	0.495648005332499	0	-0.411337638976484	0.417892285212376	0	0.192437789947462	1.50620688021623	E	E	E	E	E	E	0	0
M297.2435T15.9	c18acqui	M297T952	297.243519233073	951.666513555798	[155][M]-		41	56	@M298.2469T15.9|-13C			NA		0.161775945632238	0.897503156640822	0	0.467874908215478	0.227859832784451	0	-0.313559355978228	0.740851291584333	0	-0.0943758384924873	0.836175907817633	0	0.532530784826365	1.21019231410255	E	E	E	E	E	E	0	0
M301.2173T17.3	c18acqui	M301T1040	301.217272351643	1040.13738430196	[157][M]-	[M+Cl]- 266.248 [M-H]- 302.225	168	57	@M302.2207T17.3|-13C			NA		-0.247796414359172	0.671810770738823	0	-0.200766493786821	0.398899739368048	0	-0.174949948628919	0.782611617915327	0	-0.0263655872975974	0.951202307096961	0	1.25953491966358	1.45607313559278	E	E	E	E	E	E	0	0
M303.921T0.9	c18acqui	M304T53	303.920962850974	53.4245467588409		[M+Cl]- 268.952	33	58	@M305.918T0.9|-34S|-41K|-37Cl			NA		-0.244942812467695	0.627075609418535	0	0.0823871441846631	0.803540600044092	0	-0.152793238316455	0.703154396186621	0	0.251750824910662	0.0944688561649876	0	1.49041633870201	0.899065864656697	E	E	E	E	E	E	0	0
M305.2487T18.7	c18acqui	M305T1122	305.248683991498	1122.15089969026	[165][M]-		1110	59	@M306.2522T18.7|-13C	Unknown		4		-0.15904340782804	0.913947279969997	0	0.719074853568992	0.00209908231415854	1	-0.209894087604907	0.600809111800611	0	0.63704287378077	0.00035898195733342	1	0.658159279132899	1.38932357223882	E	E	E	E	E	E	0	0
M309.2799T20.3	c18acqui	M309T1218	309.27994250779	1217.88990916739	[172][M]-		216	60	@M310.2833T20.3|-13C	Unknown		4		0.139547411732716	0.882830955420591	0	-0.259381312638208	0.295241357213975	0	-0.402087819353044	0.424214738064623	0	-0.658713468343972	0.00208231421750183	1	0.616696688153896	1.84498344339126	E	E	E	E	E	E	0	0
M311.2228T15.2	c18acqui	M311T912	311.222788133086	911.66915638833	[183][M]-		70	61	@M312.2261T15.2|-13C			NA		0.358706390446887	0.535733346423156	0	0.469632613571815	0.06425634910773	0	-0.114483609938668	0.898638476509439	0	-0.107637939211466	0.753980622982741	0	1.68231281590483	0.432221110340205	E	E	E	E	E	E	0	0
M317.2122T15.2	c18acqui	M317T911	317.212238895667	910.585523620938	[189][M]-		1213	62	@M318.2158T15.2|-13C			NA		0.679733982791751	0.687484132444199	0	-0.220448673812626	0.839019451020244	0	0.594694022053694	0.600016516666728	0	-0.543497930408902	0.208750723497175	0	1.40927662929998	1.34045515900288	E	E	B	E	E	E	0	0
M321.2436T16.2	c18acqui	M321T970	321.243554111467	969.866388719112	[193][M]-		1283	63	@M322.2472T16.2|-13C			NA		0.420959546566692	0.830339190080483	0	-0.183413971189925	0.851005834406302	0	0.252431525564962	0.851553594309904	0	-0.610339455557137	0.169860300914902	0	0.91344927272885	0.689407999206693	E	E	E	E	E	E	0	0
M329.2486T18.1	c18acqui	M329T1088	329.248593705361	1088.26698153089	[204][M]-		630	64	@M330.252T18.1|-13C			NA		0.0575376660197477	0.981930033222828	0	-0.223786630509078	0.597211430575631	0	-0.178992676202036	0.862864456443553	0	-0.326161741314994	0.27992789089713	0	0.234988725542669	1.23049530250425	E	E	E	E	E	E	0	0
M329.2487T18.4	c18acqui	M329T1102	329.248656305976	1102.42847501721	[205][M]-	[M+Cl]- 294.279 [M-H]- 330.256	57	65	@M330.252T18.4|-13C	Unknown		4		-0.0588001015612321	0.981930033222828	0	0.509938897593399	0.00905635623691607	1	-0.253798742578372	0.510025623946514	0	0.538072028430191	0.00321563552419074	1	0.0374082770582224	1.55456897321552	E	E	E	E	E	E	0	0
M353.1425T17.9	c18acqui	M353T1074	353.142514148579	1074.33428907205	[222][M]-		534	66	@M354.1449T17.9|-13C|@M355.1452T17.9|-18O|-41K|-13C2	Unknown		4		0.185337692760784	0.955291610073203	0	-0.792390404233092	0.0628990655234212	0	-0.409197713871196	0.764895539561146	0	-1.40367540229285	0.000887413013550175	1	0.224452893906496	1.28426246588181	E	E	E	E	E	E	0	0
M359.0483T1.2	c18acqui	M359T71	359.048287923263	70.8025775490228			8	67	@M381.0301T1.2|-Na	Unknown		4		0.530661931615724	0.512679388157418	0	-0.214699308936506	0.635850520324131	0	-0.0850746833954812	0.954537569210784	0	-0.669890006009286	0.0181597859449054	1	2.20352276064349	0.11090542090812	E	E	E	E	E	E	0	0
M378.9183T0.8	c18acqui	M379T46	378.918309909408	46.2883239881367			139	68	@M446.9056T0.8|-(HCOONa)			NA		0.159780722272098	0.829562460374315	0	-0.298021776918585	0.146827424228067	0	-0.129390132690833	0.850973746455242	0	-0.3138712988509	0.102863976672157	0	0.944579848833206	1.00280814314105	E	E	E	E	E	E	0	0
M514.8931T0.8	c18acqui	M515T46	514.893064413874	46.2819810398414		[M+Cl+NaCOOH]- 411.935	139	68	@M446.9056T0.8|+(HCOONa)	Unknown		4		0.224160709853127	0.745263543979857	0	-0.435560009735843	0.0389070570765683	1	0.0837809547470734	0.875942037111202	0	-0.423082127902475	0.0336568747290446	1	1.16920464409545	0.224362560883601	E	E	E	E	E	E	0	0
M379.1582T18.2	c18acqui	M379T1090	379.158232787779	1090.28397662959	[230][M]-		635	69	@M380.1605T18.2|-13C			NA		-0.0871758588436631	0.854474103087678	0	0.149160243395427	0.291368394526313	0	-0.141564987685165	0.678924715311304	0	0.120369740319425	0.356281852136609	0	0.553429823521018	1.71743721065909	E	E	E	E	E	E	0	0
M400.9091T0.8	c18acqui	M401T48	400.909146803976	48.3173031496787	[248][M]-		18	70	@M468.8967T0.8|-(HCOONa)	Unknown		4		0.0327409283100764	0.975866859233917	0	-0.216239561073985	0.0402299726325178	1	0.153748471216714	0.481605298367394	0	-0.335897361750114	0.000946363646449665	1	0.655798909822094	1.61988813556493	E	E	E	E	E	E	0	0
M604.8716T0.8	c18acqui	M605T48	604.871611009153	48.2395949445535	[400][M]-		18	70	@M468.8967T0.8|+2(HCOONa)|@M536.8842T0.8|+(HCOONa)|@M672.859T0.8|-(HCOONa)	Unknown		4		0.0789286223662842	0.800951457602667	0	-0.243770577879971	0.00201927834377254	1	0.119376587857031	0.424214738064623	0	-0.31769380394207	4.29445524970614e-05	1	0.830098976969776	1.47542150891086	E	E	E	E	E	E	0	0
M740.8464T0.8	c18acqui	M741T48	740.846422926197	48.2425518754511	[503][M]-	[M+Cl+NaCOOH]- 637.891	18	70	@M672.859T0.8|+(HCOONa)|@M808.834T0.8|-(HCOONa)|@M876.8217T0.8_1|-2(HCOONa)	Unknown		4		0.0206235499001579	0.985414904972144	0	-0.190674277168215	0.00671440661359178	1	0.0362974610923228	0.850973746455242	0	-0.300709080157233	0.000250750382731854	1	0.357162286733684	0.54769600649619	E	E	E	E	E	E	0	0
M808.834T0.8	c18acqui	M809T48	808.8339568045	48.2943350434009	[541][M]-		18	70	@M672.859T0.8|+2(HCOONa)|@M740.8464T0.8|+(HCOONa)|@M876.8217T0.8_1|-(HCOONa)|@M944.8091T0.8_1|-2(HCOONa)	Unknown		4		0.0221700539137526	0.981930033222828	0	-0.189567179797601	0.00808642994733332	1	0.0704382563384343	0.669569530536111	0	-0.27256446264726	0.000185493768476642	1	0.498228740602194	1.11334708938497	E	E	E	E	E	E	0	0
M876.8217T0.8_1	c18acqui	M877T48_1	876.821668028805	48.2515796616669	[589][M]-		18	70	@M740.8464T0.8|+2(HCOONa)|@M808.834T0.8|+(HCOONa)|@M944.8091T0.8_1|-(HCOONa)	Unknown		4		0.0684770128141245	0.841862256815335	0	-0.220572551811657	0.0107714149967632	1	0.109762291699623	0.606329014330985	0	-0.339046903204535	0.000351066397369592	1	0.783744464729682	1.10059818718137	E	E	E	E	E	E	0	0
M944.8091T0.8_1	c18acqui	M945T48_1	944.809095909433	48.2449382523184		[M+Cl+CF3COOH]- 775.846	18	70	@M808.834T0.8|+2(HCOONa)|@M876.8217T0.8_1|+(HCOONa)	Unknown		4		0.04615184470968	0.929267328432932	0	-0.215172054812165	0.00538705389328546	1	0.0585184476234275	0.780058157881769	0	-0.322744024887541	0.000295079469591471	1	0.695255653001678	0.698964687669769	E	E	E	E	E	E	0	0
M407.1724T7.5	c18acqui	M407T452	407.172356262206	452.053190465716		[2M-H]- 204.091	32	71	@M429.1544T7.5|-Na	Unknown		4		0.0840464235421656	0.914684595312067	0	1.08269411259354	0.00243633410422307	1	-0.00880282917818676	0.974631922884215	0	0.917064528841335	0.00866346143438251	1	0.660834742301366	0.10816252812838	E	E	E	E	E	E	0	0
M418.894T0.7	c18acqui	M419T43	418.894026019487	43.0172328098968	[257][M]-		90	72	@M419.8956T0.7|-13C|-15N|@M420.892T0.7|-34S|-41K|-37Cl			NA		0.340489362009263	0.557216260922575	0	-0.194717221459701	0.543963784950054	0	-0.0254056445052786	0.991236369851986	0	-0.422868144377777	0.0741456854543672	0	1.7242066794654	0.0233221148323035	E	E	E	E	E	E	0	0
M419.1531T15.9	c18acqui	M419T952	419.153123736275	951.514542463026	[258][M]-		41	73	@M420.1556T15.9|-13C|@M421.1531T15.9|-18O|-34S|-41K|-37Cl			NA		0.695070974802743	0.626665363937795	0	0.216577608293344	0.705232334445089	0	0.83374221025295	0.424214738064623	0	-0.261201846144361	0.545245622942487	0	1.54193363425554	2.00320751152571	E	E	B	E	E	E	0	0
M450.2626T14.2	c18acqui	M450T849	450.262632575985	849.296763591018	[264][M]-		2264	74	@M451.266T14.2|-13C	Unknown		4		0.289382566599812	0.687484132444199	0	-1.38585923591469	1.75115319851341e-08	1	-0.0540184207281111	0.989719802782618	0	-1.62458917907404	1.00549213591151e-09	1	0.453702824211764	0.108446018629751	E	E	E	E	E	E	0	0
M452.2783T15.1	c18acqui	M452T906	452.27830406078	906.456103041522	[266][M]-		1186	75	@M453.2815T15.1|-13C	Unknown		4		-0.0694303412200856	0.774311883630653	0	-0.437345197934835	0.00027792986395943	1	0.04534746222925	0.875308608048379	0	-0.304464053371914	0.00754349095787834	1	0.784547162297627	0.346766572577446	E	E	E	E	E	E	0	0
